nome_simplificado;nome_clube;estado;uf;cidade;latitude;longitude;inception;codigo_ibge
PRINCESA DO SOLIMÕES;Princesa do Solimões Esporte Clube;Amazonas;AM;Manacapuru;-3.29066;-60.6216;1971-01-01T00:00:00Z;1302504
RE;Re-Pa;Pará;PA;Belém;-1.4554;-48.4898;;1501402
RIO BRANCO DE ANDRADAS;Rio Branco de Andradas Futebol Clube;Minas Gerais;MG;Andradas;-22.0695;-46.5724;1948-06-13T00:00:00Z;3102605
RÍVER;River Atlético Clube;Piauí;PI;Teresina;-5.09194;-42.8034;1946-03-01T00:00:00Z;2211001
ALECRIM;Alecrim Futebol Clube;Rio Grande do Norte;RN;Natal;-5.79357;-35.1986;1915-01-01T00:00:00Z;2408102
GOYTACAZ;Goytacaz Futebol Clube;Rio de Janeiro;RJ;Campos dos Goytacazes;-21.7622;-41.3181;1912-01-01T00:00:00Z;3301009
ANAPOLINA;Associação Atlética Anapolina;Goiás;GO;Anápolis;-16.3281;-48.953;1948-01-01T00:00:00Z;5201108
BRUSQUE;Brusque Futebol Clube;Santa Catarina;SC;Brusque;-27.0977;-48.9107;1987-01-01T00:00:00Z;4202909
FRIBURGUENSE ATLÉTICO;Friburguense Atlético Clube;Rio de Janeiro;RJ;Nova Friburgo;-22.2932;-42.5377;1980-01-01T00:00:00Z;3303401
MOTO SÃO LUÍS;Moto Club de São Luís;Maranhão;MA;São Luís;-2.53874;-44.2825;1937-09-13T00:00:00Z;2111300
ATLÉTICO CATALANO;Clube Recreativo e Atlético Catalano;Goiás;GO;Catalão;-18.1656;-47.944;1931-07-13T00:00:00Z;5205109
DEMOCRATA;Esporte Clube Democrata;Minas Gerais;MG;Governador Valadares;-18.8545;-41.9555;1932-01-01T00:00:00Z;3127701
UBERLÂNDIA;Uberlândia Esporte Clube;Minas Gerais;MG;Uberlândia;-18.9141;-48.2749;1922-01-01T00:00:00Z;3170206
CENTRO EDUCATIVO SÃO MATEUS;Centro Educativo Recreativo Associação Atlética São Mateus;Espírito Santo;ES;São Mateus;-18.7214;-39.8579;1963-12-13T00:00:00Z;3204906
AMÉRICA;América Futebol Clube;Amazonas;AM;Manaus;-3.11866;-60.0212;1939-08-02T00:00:00Z;1302603
BRASÍLIA;Brasília Futebol Clube;Distrito Federal;DF;Brasília;-15.7795;-47.9297;1975-01-01T00:00:00Z;5300108
ARAGUAÍNA;Araguaína Futebol e Regatas;Tocantins;TO;Araguaína;-7.19238;-48.2044;1997-01-01T00:00:00Z;1702109
SÃO RAIMUNDO;São Raimundo Esporte Clube;Pará;PA;Santarém;-2.43849;-54.6996;1944-01-01T00:00:00Z;1506807
ATLÉTICO JUVENTUS;Atlético Clube Juventus;Acre;AC;Rio Branco;-9.974;-67.8076;1966-03-01T00:00:00Z;5107206
MIRASSOL;Mirassol Futebol Clube;São Paulo;SP;Mirassol;-20.8169;-49.5206;1925-01-01T00:00:00Z;3530300
NOROESTE;Esporte Clube Noroeste;São Paulo;SP;Bauru;-22.3246;-49.0871;1910-01-01T00:00:00Z;3506003
GALO MARINGÁ;ADAP/Galo Maringá Futebol Clube;Paraíba;PB;Mari;-7.05942;-35.318;2006-01-01T00:00:00Z;2509107
XV DE PIRACICABA;Esporte Clube XV de Novembro;São Paulo;SP;Piracicaba;-22.7338;-47.6476;1913-01-01T00:00:00Z;3538709
BOAVISTA;Boavista Sport Club;Rio de Janeiro;RJ;Saquarema;-22.9292;-42.5099;1961-01-01T00:00:00Z;3305505
SALGUEIRO ATLÉTICO;Salgueiro Atlético Clube;Pernambuco;PE;Salgueiro;-8.07373;-39.1247;1972-05-23T00:00:00Z;2612208
CAMPO GRANDE ATLÉTICO;Campo Grande Atlético Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1940-01-01T00:00:00Z;3304557
GRÊMIO BRASIL;Grêmio Esportivo Brasil;Rio Grande do Sul;RS;Pelotas;-31.7649;-52.3371;1911-09-07T00:00:00Z;4314407
PAYSANDU;Paysandu Sport Club;Pará;PA;Belém;-1.4554;-48.4898;1914-01-01T00:00:00Z;1501402
VILA NOVA;Vila Nova Futebol Clube;Goiás;GO;Goiânia;-16.6864;-49.2643;1943-01-01T00:00:00Z;5208707
GOIÂNIA;Goiânia Esporte Clube;Goiás;GO;Goiânia;-16.6864;-49.2643;1938-01-01T00:00:00Z;5208707
VITÓRIA;Vitória Futebol Clube;Espírito Santo;ES;Vitória;-20.3155;-40.3128;1912-01-01T00:00:00Z;3205309
MADUREIRA;Madureira Esporte Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1914-01-01T00:00:00Z;3304557
CORINTHIANS ALAGOANO;Sport Club Corinthians Alagoano;Alagoas;AL;Maceió;-9.66599;-35.735;1991-01-01T00:00:00Z;2704302
LONDRINA;Londrina Esporte Clube;Paraná;PR;Londrina;-23.304;-51.1691;1956-01-01T00:00:00Z;4113700
RIO BRANCO;Rio Branco Esporte Clube;São Paulo;SP;Americana;-22.7374;-47.3331;1913-01-01T00:00:00Z;3501608
GUARANY DE BAGÉ;Guarany Futebol Clube;Rio Grande do Sul;RS;Bagé;-31.3297;-54.0999;1907-01-01T00:00:00Z;4301602
INTERNACIONAL;Sport Club Internacional;São Paulo;SP;São Paulo;-23.5329;-46.6395;1899-01-01T00:00:00Z;3550308
OLARIA ATLÉTICO;Olaria Atlético Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.842143012;-43.26699613;1915-01-01T00:00:00Z;3304557
JOINVILLE;Joinville Esporte Clube;Santa Catarina;SC;Joinville;-26.3045;-48.8487;1976-01-29T00:00:00Z;4209102
PALESTRA ITÁLIA;Palestra Itália Futebol Clube;Paraná;PR;Curitiba;-25.4195;-49.2646;1921-01-01T00:00:00Z;4106902
GRÊMIO SÃOCARLENSE;Grêmio Esportivo Sãocarlense;São Paulo;SP;São Carlos;-22.0174;-47.886;1976-01-01T00:00:00Z;3548906
ATLÉTICO CRISTAL;Clube Atlético Cristal;Amapá;AP;Macapá;0.034934;-51.0694;1969-11-15T00:00:00Z;1600303
ALAGOINHAS ATLÉTICO;Alagoinhas Atlético Clube;Bahia;BA;Alagoinhas;-12.1335;-38.4208;1970-01-01T00:00:00Z;2900702
BARÉ;Baré Esporte Clube;Roraima;RR;Boa Vista;2.82384;-60.6753;1946-01-01T00:00:00Z;1400100
ATLÉTICO CORINTIANS;Atlético Clube Corintians;Rio Grande do Norte;RN;Caicó;-6.45441;-37.1067;1968-01-25T00:00:00Z;2402006
SANTANA;Santana Esporte Clube;Bahia;BA;Santana;-12.9792;-44.0506;1955-09-25T00:00:00Z;2928208
UBERABA;Uberaba Sport Club;Minas Gerais;MG;Uberaba;-19.7472;-47.9381;1917-01-01T00:00:00Z;3170107
NAVIRAIENSE;Clube Esportivo Naviraiense;Mato Grosso do Sul;MS;Naviraí;-23.0618;-54.1995;2005-01-01T00:00:00Z;5005707
SERTÃOZINHO;Sertãozinho Futebol Clube;São Paulo;SP;Sertãozinho;-21.1316;-47.9875;1944-08-06T00:00:00Z;3551702
ATLÉTICO RORAIMA;Atlético Roraima Clube;Roraima;RR;Boa Vista;2.82384;-60.6753;1944-10-01T00:00:00Z;1400100
SAMPAIO CORRÊA;Sampaio Corrêa Futebol Clube;Maranhão;MA;São Luís;-2.53874;-44.2825;1923-01-01T00:00:00Z;2111300
ATLÉTICO MATOGROSSENSE;Clube Atlético Matogrossense;Mato Grosso;MT;Cuiabá;-15.601;-56.0974;1943-01-01T00:00:00Z;5103403
GUARANI;Guarani Esporte Clube;Minas Gerais;MG;Divinópolis;-20.1446;-44.8912;1930-09-20T00:00:00Z;3122306
FERROVIÁRIA VALE DO RIO DOCE;Associação Desportiva Ferroviária Vale do Rio Doce;Espírito Santo;ES;Cariacica;-20.2632;-40.4165;1963-06-17T00:00:00Z;3201308
BENTO GONÇALVES;Clube Esportivo Bento Gonçalves;Rio Grande do Sul;RS;Bento Gonçalves;-29.1662;-51.5165;1919-01-01T00:00:00Z;4302105
GRÊMIO JUVENTUS;Grêmio Esportivo Juventus;Santa Catarina;SC;Jaraguá do Sul;-26.4851;-49.0713;1966-05-01T00:00:00Z;4208906
NÁUAS;Náuas Esporte Clube;Acre;AC;Cruzeiro do Sul;-7.6649;-72.6504;1923-01-01T00:00:00Z;4106704
FLUMINENSE DE FEIRA;Fluminense de Feira Futebol Clube;Bahia;BA;Feira de Santana;-12.2664;-38.9663;1941-01-01T00:00:00Z;2910800
FERROVIÁRIO ATLÉTICO;Ferroviário Atlético Clube;Ceará;CE;Fortaleza;-3.71664;-38.5423;1933-05-09T00:00:00Z;2304400
IRATY;Iraty Sport Club;Paraná;PR;Irati;-25.4697;-50.6493;1914-01-01T00:00:00Z;4110706
FLAMENGO;Esporte Clube Flamengo;Piauí;PI;Teresina;-5.09194;-42.8034;1937-12-08T00:00:00Z;2211001
NOVA ESPERANÇA;Clube Esportivo Nova Esperança;Alagoas;AL;Campo Grande;-9.95542;-36.7926;1999-01-01T00:00:00Z;2701506
SPORTIVA UNIDA;Associação Sportiva Sociedade Unida;Rio Grande do Sul;RS;Montenegro;-29.6824;-51.4679;2002-01-01T00:00:00Z;4312401
1º DE MAIO;1º de Maio Esporte Clube;Pernambuco;PE;Petrolina;-9.38866;-40.5027;1985-01-01T00:00:00Z;2611101
4 DE JULHO;4 de Julho Esporte Clube;Piauí;PI;Piripiri;-4.27157;-41.7716;1987-07-04T00:00:00Z;2208403
ALEGRENSE;Alegrense Futebol Clube;Espírito Santo;ES;Alegre;-20.758;-41.5382;1971-01-01T00:00:00Z;3200201
AMAPÁ;Amapá Clube;Amapá;AP;Macapá;0.034934;-51.0694;1944-02-26T00:00:00Z;1600303
GURUPI;Gurupi Esporte Clube;Tocantins;TO;Gurupi;-11.7279;-49.068;1988-01-01T00:00:00Z;1709500
CAMETÁ;Cametá Sport Club;Pará;PA;Cametá;-2.24295;-49.4979;2007-01-01T00:00:00Z;1502103
CENTRO ZICO DO RIO;Centro de Futebol Zico do Rio Sociedade Esportiva;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1996-01-01T00:00:00Z;3304557
OSASCO;Osasco Futebol Clube;Piauí;PI;Brasileira;-4.1337;-41.7859;1992-01-01T00:00:00Z;2201960
RIVER PLATE;Sociedade Esportiva River Plate;Sergipe;SE;Carmópolis;-10.6449;-36.9887;1967-01-01T00:00:00Z;2801504
SANTA CRUZ;Sport Club Santa Cruz;Rio Grande do Norte;RN;Santa Cruz;-6.22475;-36.0193;2003-01-01T00:00:00Z;2411205
TOCANTINS;Tocantins Futebol Clube;Paraná;PR;Palmas;-26.4839;-51.9888;1979-08-10T00:00:00Z;4117602
BOSQUE FORMOSA;Bosque Formosa Esporte Clube;Goiás;GO;Formosa;-15.54;-47.337;1978-01-01T00:00:00Z;5208004
PLÁCIDO DE CASTRO;Plácido de Castro Futebol Club;Acre;AC;Plácido de Castro;-10.2806;-67.1371;1979-01-01T00:00:00Z;1200385
VERANÓPOLIS;Veranópolis Esporte Clube Recreativo e Cultural;Rio Grande do Sul;RS;Veranópolis;-28.9312;-51.5516;1992-01-01T00:00:00Z;4322806
GALÍCIA;Galícia Esporte Clube;Bahia;BA;Salvador;-12.9718;-38.5011;1933-01-01T00:00:00Z;2927408
PAULÍNIA;Paulínia Futebol Clube;São Paulo;SP;Paulínia;-22.7542;-47.1488;2004-01-01T00:00:00Z;3536505
AQUIDAUANENSE;Aquidauanense Futebol Clube;Mato Grosso do Sul;MS;Aquidauana;-20.4666;-55.7868;2001-01-01T00:00:00Z;5001102
ALEXANDRIA;Esporte Clube Alexandria;Minas Gerais;MG;Alagoa;-22.171;-44.6413;1935-11-21T00:00:00Z;3101300
14 DE JULHO;Esporte Clube 14 de Julho;Paraíba;PB;Livramento;-7.37113;-36.9491;1902-07-14T00:00:00Z;2508505
BARROSO;Esporte Clube Barroso;Alagoas;AL;Maceió;-9.66599;-35.735;1921-01-01T00:00:00Z;2704302
INTER DE LAGES;Esporte Clube Internacional de Lages;Santa Catarina;SC;Lages;-27.815;-50.3259;1949-01-01T00:00:00Z;4209300
REAL BRASÍLIA;Real Brasília Futebol Clube;Minas Gerais;MG;Bandeira;-15.8783;-40.5622;1994-01-01T00:00:00Z;3105202
COMERCIAL;Esporte Clube Comercial;Alagoas;AL;Campo Grande;-9.95542;-36.7926;1943-03-15T00:00:00Z;2701506
IPITANGA BAHIA;Esporte Clube Ipitanga Bahia;Bahia;BA;Senhor do Bonfim;-10.4594;-40.1865;2003-09-20T00:00:00Z;2930105
SANTA INÊS;Sociedade Esportiva Santa Inês;Bahia;BA;Santa Inês;-13.2793;-39.814;1998-01-01T00:00:00Z;2927903
NOVA ANDRADINA;Sociedade Esportiva Nova Andradina;Mato Grosso do Sul;MS;Nova Andradina;-22.238;-53.3437;1989-01-01T00:00:00Z;5006200
YPIRANGA;Sociedade Esportiva Ypiranga Futebol Clube;Pernambuco;PE;Santa Cruz do Capibaribe;-7.94802;-36.2061;1938-08-03T00:00:00Z;2612505
CHAPADÃO;Sociedade Esportiva e Recreativa Chapadão;Mato Grosso do Sul;MS;Chapadão do Sul;-18.788;-52.6263;1981-01-01T00:00:00Z;5002951
SÃO JOSÉ;Sociedade Esportiva e Recreativa São José;Amapá;AP;Macapá;0.034934;-51.0694;1946-08-26T00:00:00Z;1600303
IMPERATRIZ;Sociedade Imperatriz de Desportos;Maranhão;MA;Imperatriz;-5.51847;-47.4777;1962-01-04T00:00:00Z;2105302
SORRISO;Sorriso Esporte Clube;Mato Grosso;MT;Sorriso;-12.5425;-55.7211;1985-01-01T00:00:00Z;5107925
AMERICANO;Sport Club Americano;Espírito Santo;ES;Vitória;-20.3155;-40.3128;1935-05-09T00:00:00Z;3205309
LUSO BRASILEIRO;Sport Club Luso Brasileiro;Maranhão;MA;São Luís;-2.53874;-44.2825;1917-02-24T00:00:00Z;2111300
MANGUEIRA;Sport Club Mangueira;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1906-01-01T00:00:00Z;3304557
PENEDENSE;Sport Club Penedense;Alagoas;AL;Penedo;-10.2874;-36.5819;1909-01-01T00:00:00Z;2706703
SANTOS DUMONT;Sport Club Santos Dumont;São Paulo;SP;Dumont;-21.2324;-47.9756;1904-01-01T00:00:00Z;3514601
BOM JESUS;Sport Club Bom Jesus;Alagoas;AL;Matriz de Camaragibe;-9.15437;-35.5243;1928-01-01T00:00:00Z;2705101
ULBRA JI-PARANÁ;Sport Club Ulbra Ji-Paraná;Rondônia;RO;Ji-Paraná;-10.8777;-61.9322;2005-01-01T00:00:00Z;1100122
CAMAÇARIENSE;Sport Clube Camaçariense;Bahia;BA;Camaçari;-12.6996;-38.3263;2002-11-03T00:00:00Z;2905701
SÃO BENTO;Esporte Clube São Bento;São Paulo;SP;Sorocaba;-23.4969;-47.4451;1913-01-01T00:00:00Z;3552205
CEA;CEA Clube;Amapá;AP;Macapá;0.034934;-51.0694;1955-01-01T00:00:00Z;1600303
CONCÓRDIA ATLÉTICO CLUBE;Concórdia Atlético Clube;Santa Catarina;SC;Concórdia;-27.2335;-52.026;2005-01-01T00:00:00Z;4204301
CORUMBAENSE;Corumbaense Futebol Clube;Mato Grosso do Sul;MS;Corumbá;-19.0077;-57.651;1914-01-01T00:00:00Z;5003207
COSTA RICA;Costa Rica Esporte Clube;Mato Grosso do Sul;MS;Costa Rica;-18.5432;-53.1287;;5003256
COXIM ATLÉTICO;Coxim Atlético Clube;Mato Grosso do Sul;MS;Coxim;-18.5013;-54.751;2002-01-01T00:00:00Z;5003306
DEMOCRATA;Democrata Futebol Clube;Minas Gerais;MG;Sete Lagoas;-19.4569;-44.2413;1914-01-01T00:00:00Z;3167202
SANTA CRUZ;Santa Cruz Esporte Clube;Mato Grosso;MT;Barra do Bugres;-15.0702;-57.1878;1982-01-01T00:00:00Z;5101704
SANTA CRUZ;Santa Cruz Futebol Clube;Alagoas;AL;Maceió;-9.66599;-35.735;1931-08-25T00:00:00Z;2704302
SANTA QUITÉRIA;Santa Quitéria Futebol Clube;Maranhão;MA;Santa Quitéria do Maranhão;-3.49308;-42.5688;2003-01-01T00:00:00Z;2110104
SANTO ANTÔNIO;Santo Antônio Futebol Clube;Espírito Santo;ES;Vitória;-20.3155;-40.3128;1919-01-01T00:00:00Z;3205309
SANTOS MANAUS;Santos Futebol Clube (Manaus);Amazonas;AM;Manaus;-3.11866;-60.0212;1952-01-01T00:00:00Z;1302603
SANTOS AMAPÁ;Santos Futebol Clube Amapá;Amapá;AP;Macapá;0.034934;-51.0694;1973-01-01T00:00:00Z;1600303
JUVENTUDE;Sociedade Esportiva Juventude;Espírito Santo;ES;São Mateus;-18.7214;-39.8579;;3204906
SERRA;Sociedade Desportiva Serra Futebol Clube;Espírito Santo;ES;Serra;-20.121;-40.3074;1930-07-24T00:00:00Z;3205002
COLATINA;Colatina Sociedade Esportiva;Espírito Santo;ES;Colatina;-19.5493;-40.6269;2009-01-01T00:00:00Z;3201506
COLINAS;Colinas Esporte Clube;Tocantins;TO;Colinas do Tocantins;-8.05764;-48.4757;2001-01-01T00:00:00Z;1705508
COLORADO;Colorado Esporte Clube;Paraná;PR;Curitiba;-25.4195;-49.2646;1971-06-29T00:00:00Z;4106902
COMERCIAL ALAGOAS;Comercial Futebol Clube (Alagoas);Rio Grande do Norte;RN;Viçosa;-5.98253;-37.9462;1965-01-01T00:00:00Z;2414902
CONCÓRDIA;Concórdia Futebol Clube;Ceará;CE;Catarina;-6.12291;-39.8736;2003-01-01T00:00:00Z;2303600
CONFIANÇA;Confiança Esporte Clube;Paraíba;PB;Sapé;-7.09359;-35.228;1953-04-22T00:00:00Z;2515302
BOTAFOGO JAGUARÉ;Botafogo Futebol Clube de Jaguaré;Espírito Santo;ES;Jaguaré;-18.907;-40.0759;2011-01-01T00:00:00Z;3203056
HERCÍLIO LUZ;Hercílio Luz Futebol Clube;Santa Catarina;SC;Tubarão;-28.4713;-49.0144;1918-01-01T00:00:00Z;4218707
IBIRAÇU;Ibiraçu Esporte Clube;Espírito Santo;ES;Ibiraçu;-19.8366;-40.3732;1959-10-09T00:00:00Z;3202504
IGACI;Igaci Futebol Clube;Minas Gerais;MG;Alagoa;-22.171;-44.6413;2001-02-10T00:00:00Z;3101300
IMBITUBA;Imbituba Futebol Clube;Santa Catarina;SC;Imbituba;-28.2284;-48.6659;2007-01-01T00:00:00Z;4207304
INDEPENDENTE;Independente Esporte Clube;Bahia;BA;Santana;-12.9792;-44.0506;1962-01-19T00:00:00Z;2928208
INDEPENDÊNCIA;Independência Futebol Clube;Acre;AC;Rio Branco;-9.974;-67.8076;1946-08-02T00:00:00Z;5107206
IPANEMA ATLÉTICO;Ipanema Atlético Clube;Alagoas;AL;Santana do Ipanema;-9.36999;-37.248;1923-01-01T00:00:00Z;2708006
ITABUNA;Itabuna Esporte Clube;Bahia;BA;Itabuna;-14.7876;-39.2781;1967-05-23T00:00:00Z;2914802
ITAPAJÉ;Itapajé Futebol Clube;Ceará;CE;Itapajé;-3.68314;-39.5855;1998-01-01T00:00:00Z;2306306
ITAPIPOCA;Itapipoca Esporte Clube;Ceará;CE;Itapipoca;-3.49933;-39.5836;1993-01-01T00:00:00Z;2306405
TUNA LUSO BRASILEIRA;Tuna Luso Brasileira;Pará;PA;Belém;-1.4554;-48.4898;1903-01-01T00:00:00Z;1501402
JUAZEIRO SOCIAL;Juazeiro Social Clube;Bahia;BA;Juazeiro;-9.41622;-40.5033;1995-01-01T00:00:00Z;2918407
JUVENTUS;Juventus Esporte Clube;Amapá;AP;Macapá;0.034934;-51.0694;1959-01-01T00:00:00Z;1600303
ÁLVARES CABRAL;Clube de Natação e Regatas Álvares Cabral;Espírito Santo;ES;Vitória;-20.3155;-40.3128;1902-01-01T00:00:00Z;3205309
GRÊMIO RENNER;Grêmio Esportivo Renner;Rio Grande do Sul;RS;Porto Alegre;-30.0318;-51.2065;1931-07-27T00:00:00Z;4314902
ÍBIS;Íbis Sport Club;Paraíba;PB;Paulista;-6.59138;-37.6185;1938-11-15T00:00:00Z;2510907
MACKENZIE;Sport Club Mackenzie;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
PAU GRANDE;Esporte Clube Pau Grande;Rio de Janeiro;RJ;Magé;-22.6632;-43.0315;1908-01-01T00:00:00Z;3302502
PENAROL ATLÉTICO;Penarol Atlético Clube;Amazonas;AM;Itacoatiara;-3.13861;-58.4449;1947-08-08T00:00:00Z;1301902
JI-PARANÁ;Ji-Paraná Futebol Clube;Rondônia;RO;Ji-Paraná;-10.8777;-61.9322;1991-01-01T00:00:00Z;1100122
SÃO PAULO;Sport Club São Paulo;Rio Grande do Sul;RS;Rio Grande;-32.0349;-52.1071;1908-01-01T00:00:00Z;4315602
INTERNACIONAL;Esporte Clube Internacional;Rio Grande do Sul;RS;Santa Maria;-29.6868;-53.8149;1928-05-16T00:00:00Z;4316907
AUTO;Auto Esporte Clube;Piauí;PI;Teresina;-5.09194;-42.8034;1951-01-01T00:00:00Z;2211001
ABAETÉ;Abaeté Futebol Clube;Pará;PA;Abaetetuba;-1.72183;-48.8788;1936-01-01T00:00:00Z;1500107
ACADEMIA MANTHIQUEIRA;Academia Desportiva Manthiqueira;São Paulo;SP;Guaratinguetá;-22.8075;-45.1938;2005-01-01T00:00:00Z;3518404
AGREMIAÇÃO CANEDENSE;Agremiação Esportiva Canedense;Goiás;GO;Senador Canedo;-16.7084;-49.0914;2005-01-01T00:00:00Z;5220454
BELA VISTA SÃO GONÇALO;Bela Vista Futebol Clube (São Gonçalo);Mato Grosso do Sul;MS;Bela Vista;-22.1073;-56.5263;1977-01-01T00:00:00Z;5002100
BELO JARDIM;Belo Jardim Futebol Clube;Pernambuco;PE;Belo Jardim;-8.3313;-36.4258;2005-01-01T00:00:00Z;2601706
BERGA;Berga Esporte Clube;Mato Grosso;MT;Cuiabá;-15.601;-56.0974;1983-01-01T00:00:00Z;5103403
BOA VIAGEM;Boa Viagem Esporte Clube;Ceará;CE;Boa Viagem;-5.11258;-39.7337;1999-01-01T00:00:00Z;2302404
BOTAFOGO;Botafogo Esporte Clube;Piauí;PI;Teresina;-5.09194;-42.8034;1930-01-01T00:00:00Z;2211001
BOTAFOGO REPTILES;Botafogo Reptiles;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1999-01-01T00:00:00Z;3304557
AMERICANO;Americano Futebol Clube;Rio de Janeiro;RJ;Campos dos Goytacazes;-21.7622;-41.3181;1914-01-01T00:00:00Z;3301009
15 DE NOVEMBRO;Clube 15 de Novembro;Rio Grande do Sul;RS;Campo Bom;-29.6747;-51.0606;1911-01-01T00:00:00Z;4303905
GRÊMIO TIRADENTES;Grêmio Esportivo Tiradentes;Minas Gerais;MG;Tiradentes;-21.1102;-44.1744;1967-02-03T00:00:00Z;3168804
MOGI MIRIM;Mogi Mirim Esporte Clube;São Paulo;SP;Mogi Mirim;-22.4332;-46.9532;1932-02-01T00:00:00Z;3530805
GRÊMIO ATLÉTICO COARIENSE;Grêmio Atlético Coariense;Amazonas;AM;Coari;-4.09412;-63.1441;1977-01-01T00:00:00Z;1301209
GRÊMIO JACIARA;Grêmio Esportivo Jaciara;Mato Grosso;MT;Jaciara;-15.9548;-54.9733;1975-01-01T00:00:00Z;5104807
GRÊMIO ANÁPOLIS;Grêmio Esportivo Anápolis;Goiás;GO;Anápolis;-16.3281;-48.953;1999-01-01T00:00:00Z;5201108
GRÊMIO OLÍMPICO;Grêmio Esportivo Olímpico;Santa Catarina;SC;Blumenau;-26.9155;-49.0709;1919-01-01T00:00:00Z;4202404
GUARANY ATLÉTICO;Guarany Atlético Clube;Amapá;AP;Macapá;0.034934;-51.0694;1961-01-01T00:00:00Z;1600303
GUARANI DE JUAZEIRO;Guarani Esporte Clube (Ceará);Ceará;CE;Juazeiro do Norte;-7.19621;-39.3076;1941-01-01T00:00:00Z;2307304
GUARAPARI;Guarapari Esporte Clube;Espírito Santo;ES;Guarapari;-20.6772;-40.5093;1926-06-12T00:00:00Z;3202405
SUL AMÉRICA;Sul América Esporte Clube;Amazonas;AM;Manaus;-3.11866;-60.0212;1932-01-01T00:00:00Z;1302603
SÃO FRANCISCO;São Francisco Futebol Clube (Acre);Acre;AC;Rio Branco;-9.974;-67.8076;1967-10-04T00:00:00Z;5107206
SÃO PAULO MACAPÁ;São Paulo Futebol Clube (Macapá);Amapá;AP;Macapá;0.034934;-51.0694;1988-01-01T00:00:00Z;1600303
SÃO RAIMUNDO RORAIMA;São Raimundo Esporte Clube (Roraima);Roraima;RR;Boa Vista;2.82384;-60.6753;1963-01-01T00:00:00Z;1400100
SÃO RAIMUNDO MANAUS;São Raimundo Esporte Clube (Manaus);Amazonas;AM;Manaus;-3.11866;-60.0212;1918-01-01T00:00:00Z;1302603
TAGUATINGA;Taguatinga Esporte Clube;Tocantins;TO;Taguatinga;-12.4026;-46.437;1975-01-01T00:00:00Z;1720903
TRINDADE ATLÉTICO;Trindade Atlético Clube;Goiás;GO;Trindade;-16.6517;-49.4927;2005-01-01T00:00:00Z;5221403
CRUZEIRO;Esporte Clube Cruzeiro;Tocantins;TO;Cachoeirinha;-6.1156;-47.9234;1913-01-01T00:00:00Z;1703826
GRÊMIO INHUMENSE;Grêmio Esportivo Inhumense;Goiás;GO;Anápolis;-16.3281;-48.953;1999-01-01T00:00:00Z;5201108
UBIRATAN;Ubiratan Esporte Clube;Mato Grosso do Sul;MS;Dourados;-22.2231;-54.812;1947-02-05T00:00:00Z;5003702
AMERICANO SÃO PAULO;Sport Club Americano (São Paulo);São Paulo;SP;Santos;-23.9535;-46.335;1903-01-01T00:00:00Z;3548500
UNISUL;Unisul Esporte Clube;Santa Catarina;SC;Tubarão;-28.4713;-49.0144;2000-01-01T00:00:00Z;4218707
ARACRUZ;Esporte Clube Aracruz;Espírito Santo;ES;Aracruz;-19.82;-40.2764;1954-01-01T00:00:00Z;3200607
ARAPONGAS;Arapongas Esporte Clube;Paraná;PR;Arapongas;-23.4153;-51.4259;1974-01-01T00:00:00Z;4101507
ATLÉTICO SOROCABA;Clube Atlético Sorocaba;São Paulo;SP;Sorocaba;-23.4969;-47.4451;1991-02-21T00:00:00Z;3552205
BOTAFOGO;Associação Botafogo Futebol Clube;São Paulo;SP;Guará;-20.4302;-47.8236;2009-01-01T00:00:00Z;3517703
VILHENA;Vilhena Esporte Clube;Rondônia;RO;Vilhena;-12.7502;-60.1488;1991-01-01T00:00:00Z;1100304
CAIÇARA;Caiçara Esporte Clube;Piauí;PI;Campo Maior;-4.8217;-42.1641;1954-02-27T00:00:00Z;2202208
CAMBORIÚ;Camboriú Futebol Clube;Santa Catarina;SC;Camboriú;-27.0241;-48.6503;2003-01-01T00:00:00Z;4203204
ATLÉTICO ASSISENSE;Clube Atlético Assisense;São Paulo;SP;Assis;-22.66;-50.4183;1995-01-01T00:00:00Z;3504008
ATLÉTICO ALTO VALE;Clube Atlético Alto Vale;Santa Catarina;SC;Rio do Sul;-27.2156;-49.643;1995-01-01T00:00:00Z;4214805
ATLÉTICO BANDEIRANTE;Clube Atlético Bandeirante;Tocantins;TO;Taguatinga;-12.4026;-46.437;1981-01-01T00:00:00Z;1720903
ATLÉTICO CARAZINHO;Clube Atlético Carazinho;Rio Grande do Sul;RS;Carazinho;-28.2958;-52.7933;1970-07-01T00:00:00Z;4304705
ATLÉTICO CASTELO BRANCO;Clube Atlético Castelo Branco;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1990-01-01T00:00:00Z;3304557
ATLÉTICO FERROVIÁRIO CURITIBA;Clube Atlético Ferroviário (Curitiba);Paraná;PR;Curitiba;-25.4195;-49.2646;1930-01-12T00:00:00Z;4106902
