estado;divisao;ano;data;mandante;mandante_estado;visitante;visitante_estado;placar;resultado;peso_importancia;gols_mandante;gols_visitante;estado_slug
acre;1;2023;2023-03-25;VASCO DA GAMA;acre;NÁUAS;acre;2-3;A;2.0;2;3;acre
acre;1;2023;2023-03-28;ADESG;acre;RIO BRANCO;acre;1-2;A;2.0;1;2;acre
acre;1;2023;2023-03-28;ATLÉTICO;acre;SÃO FRANCISCO;acre;3-4;A;2.0;3;4;acre
acre;1;2023;2023-04-01;VASCO DA GAMA;acre;GALVEZ;acre;0-6;A;2.0;0;6;acre
acre;1;2023;2023-04-01;INDEPENDÊNCIA;acre;ANDIRÁ;acre;2-1;H;2.0;2;1;acre
acre;1;2023;2023-04-04;PLÁCIDO DE CASTRO;acre;ADESG;acre;6-1;H;2.0;6;1;acre
acre;1;2023;2023-04-04;HUMAITÁ;acre;RIO BRANCO;acre;1-2;A;2.0;1;2;acre
acre;1;2023;2023-04-08;NÁUAS;acre;ATLÉTICO;acre;0-2;A;2.0;0;2;acre
acre;1;2023;2023-04-08;SÃO FRANCISCO;acre;GALVEZ;acre;2-2;D;2.0;2;2;acre
acre;1;2023;2023-04-10;INDEPENDÊNCIA;acre;PLÁCIDO DE CASTRO;acre;4-0;H;2.0;4;0;acre
acre;1;2023;2023-04-11;ANDIRÁ;acre;RIO BRANCO;acre;2-3;A;2.0;2;3;acre
acre;1;2023;2023-04-11;ADESG;acre;HUMAITÁ;acre;0-1;A;2.0;0;1;acre
acre;1;2023;2023-04-15;RIO BRANCO;acre;SÃO FRANCISCO;acre;2-0;H;2.0;2;0;acre
acre;1;2023;2023-04-16;INDEPENDÊNCIA;acre;ATLÉTICO;acre;1-3;A;2.0;1;3;acre
acre;1;2023;2023-04-16;GALVEZ;acre;HUMAITÁ;acre;1-1;D;2.0;1;1;acre
acre;1;2023;2023-04-19;SÃO FRANCISCO;acre;HUMAITÁ;acre;1-3;A;2.0;1;3;acre
acre;1;2023;2023-04-19;RIO BRANCO;acre;ATLÉTICO;acre;1-0;H;2.0;1;0;acre
acre;1;2023;2023-04-20;INDEPENDÊNCIA;acre;GALVEZ;acre;1-0;H;2.0;1;0;acre
acre;1;2023;2023-04-22;ATLÉTICO;acre;HUMAITÁ;acre;0-1;A;2.0;0;1;acre
acre;1;2023;2023-04-23;RIO BRANCO;acre;INDEPENDÊNCIA;acre;2-0;H;2.0;2;0;acre
acre;1;2023;2023-04-23;SÃO FRANCISCO;acre;GALVEZ;acre;0-4;A;2.0;0;4;acre
acre;1;2023;2023-04-26;ATLÉTICO;acre;SÃO FRANCISCO;acre;0-3;A;2.0;0;3;acre
acre;1;2023;2023-04-27;HUMAITÁ;acre;INDEPENDÊNCIA;acre;4-2;H;2.0;4;2;acre
acre;1;2023;2023-04-27;GALVEZ;acre;RIO BRANCO;acre;0-0;D;2.0;0;0;acre
acre;1;2023;2023-04-30;ATLÉTICO;acre;GALVEZ;acre;0-2;A;2.0;0;2;acre
acre;1;2023;2023-05-01;HUMAITÁ;acre;RIO BRANCO;acre;0-1;A;2.0;0;1;acre
acre;1;2023;2023-05-01;INDEPENDÊNCIA;acre;SÃO FRANCISCO;acre;4-2;H;2.0;4;2;acre
acre;1;2022;2022-02-13;RIO BRANCO;acre;ADESG;acre;0-1;A;2.0;0;1;acre
acre;1;2022;2022-02-13;HUMAITÁ;acre;INDEPENDÊNCIA;acre;4-0;H;2.0;4;0;acre
acre;1;2022;2022-02-16;GALVEZ;acre;ANDIRÁ;acre;4-0;H;2.0;4;0;acre
acre;1;2022;2022-02-16;ATLÉTICO;acre;PLÁCIDO DE CASTRO;acre;0-0;D;2.0;0;0;acre
acre;1;2022;2022-02-19;RIO BRANCO;acre;PLÁCIDO DE CASTRO;acre;2-2;D;2.0;2;2;acre
acre;1;2022;2022-02-20;VASCO DA GAMA;acre;NÁUAS;acre;1-0;H;2.0;1;0;acre
acre;1;2022;2022-03-02;SÃO FRANCISCO;acre;HUMAITÁ;acre;1-1;D;2.0;1;1;acre
acre;1;2022;2022-03-03;ADESG;acre;NÁUAS;acre;0-1;A;2.0;0;1;acre
acre;1;2022;2022-03-03;ATLÉTICO;acre;VASCO DA GAMA;acre;2-1;H;2.0;2;1;acre
acre;1;2022;2022-03-06;GALVEZ;acre;SÃO FRANCISCO;acre;0-1;A;2.0;0;1;acre
acre;1;2022;2022-03-06;ANDIRÁ;acre;INDEPENDÊNCIA;acre;3-3;D;2.0;3;3;acre
acre;1;2022;2022-03-08;PLÁCIDO DE CASTRO;acre;ADESG;acre;2-2;D;2.0;2;2;acre
acre;1;2022;2022-03-09;RIO BRANCO;acre;VASCO DA GAMA;acre;4-1;H;2.0;4;1;acre
acre;1;2022;2022-03-09;NÁUAS;acre;ATLÉTICO;acre;1-1;D;2.0;1;1;acre
acre;1;2022;2022-03-12;ANDIRÁ;acre;HUMAITÁ;acre;0-2;A;2.0;0;2;acre
acre;1;2022;2022-03-16;INDEPENDÊNCIA;acre;GALVEZ;acre;0-4;A;2.0;0;4;acre
acre;1;2022;2022-03-16;ADESG;acre;VASCO DA GAMA;acre;2-0;H;2.0;2;0;acre
acre;1;2022;2022-03-20;PLÁCIDO DE CASTRO;acre;NÁUAS;acre;0-0;D;2.0;0;0;acre
acre;1;2022;2022-03-20;ATLÉTICO;acre;RIO BRANCO;acre;0-1;A;2.0;0;1;acre
acre;1;2022;2022-03-23;SÃO FRANCISCO;acre;ANDIRÁ;acre;2-2;D;2.0;2;2;acre
acre;1;2022;2022-03-23;VASCO DA GAMA;acre;PLÁCIDO DE CASTRO;acre;2-6;A;2.0;2;6;acre
acre;1;2022;2022-03-27;NÁUAS;acre;RIO BRANCO;acre;1-0;H;2.0;1;0;acre
acre;1;2022;2022-03-27;HUMAITÁ;acre;GALVEZ;acre;1-1;D;2.0;1;1;acre
acre;1;2022;2022-03-29;INDEPENDÊNCIA;acre;SÃO FRANCISCO;acre;2-0;H;2.0;2;0;acre
acre;1;2022;2022-03-29;ADESG;acre;ATLÉTICO;acre;3-0;H;2.0;3;0;acre
acre;1;2022;2022-04-02;NÁUAS;acre;GALVEZ;acre;0-1;A;2.0;0;1;acre
acre;1;2022;2022-04-03;RIO BRANCO;acre;HUMAITÁ;acre;0-1;A;2.0;0;1;acre
acre;1;2022;2022-04-03;SÃO FRANCISCO;acre;ADESG;acre;0-0;D;2.0;0;0;acre
acre;1;2022;2022-04-06;GALVEZ;acre;ADESG;acre;1-1;D;2.0;1;1;acre
acre;1;2022;2022-04-06;NÁUAS;acre;HUMAITÁ;acre;1-5;A;2.0;1;5;acre
acre;1;2022;2022-04-07;RIO BRANCO;acre;SÃO FRANCISCO;acre;0-0;D;2.0;0;0;acre
acre;1;2022;2022-04-09;HUMAITÁ;acre;ADESG;acre;2-1;H;2.0;2;1;acre
acre;1;2022;2022-04-10;NÁUAS;acre;RIO BRANCO;acre;0-3;A;2.0;0;3;acre
acre;1;2022;2022-04-10;GALVEZ;acre;SÃO FRANCISCO;acre;1-2;A;2.0;1;2;acre
acre;1;2022;2022-04-13;HUMAITÁ;acre;GALVEZ;acre;2-0;H;2.0;2;0;acre
acre;1;2022;2022-04-13;ADESG;acre;RIO BRANCO;acre;2-1;H;2.0;2;1;acre
acre;1;2022;2022-04-14;SÃO FRANCISCO;acre;NÁUAS;acre;3-0;H;2.0;3;0;acre
acre;1;2022;2022-04-20;HUMAITÁ;acre;SÃO FRANCISCO;acre;1-2;A;2.0;1;2;acre
acre;1;2022;2022-04-20;ADESG;acre;NÁUAS;acre;4-1;H;2.0;4;1;acre
acre;1;2022;2022-04-21;RIO BRANCO;acre;GALVEZ;acre;2-4;A;2.0;2;4;acre
acre;1;2021;2021-07-07;GALVEZ;acre;NÁUAS;acre;0-0;D;2.0;0;0;acre
acre;1;2021;2021-07-07;ATLÉTICO;acre;ANDIRÁ;acre;1-0;H;2.0;1;0;acre
acre;1;2021;2021-07-10;RIO BRANCO;acre;SÃO FRANCISCO;acre;2-2;D;2.0;2;2;acre
acre;1;2021;2021-07-10;PLÁCIDO DE CASTRO;acre;VASCO DA GAMA;acre;3-4;A;2.0;3;4;acre
acre;1;2021;2021-07-14;SÃO FRANCISCO;acre;PLÁCIDO DE CASTRO;acre;1-1;D;2.0;1;1;acre
acre;1;2021;2021-07-14;HUMAITÁ;acre;GALVEZ;acre;2-1;H;2.0;2;1;acre
acre;1;2021;2021-07-17;VASCO DA GAMA;acre;RIO BRANCO;acre;2-1;H;2.0;2;1;acre
acre;1;2021;2021-07-21;NÁUAS;acre;ATLÉTICO;acre;0-1;A;2.0;0;1;acre
acre;1;2021;2021-07-21;RIO BRANCO;acre;HUMAITÁ;acre;0-0;D;2.0;0;0;acre
acre;1;2021;2021-07-24;ANDIRÁ;acre;NÁUAS;acre;0-1;A;2.0;0;1;acre
acre;1;2021;2021-07-24;SÃO FRANCISCO;acre;VASCO DA GAMA;acre;2-1;H;2.0;2;1;acre
acre;1;2021;2021-07-28;GALVEZ;acre;PLÁCIDO DE CASTRO;acre;4-1;H;2.0;4;1;acre
acre;1;2021;2021-07-29;VASCO DA GAMA;acre;ATLÉTICO;acre;0-2;A;2.0;0;2;acre
acre;1;2021;2021-07-31;NÁUAS;acre;SÃO FRANCISCO;acre;0-3;A;2.0;0;3;acre
acre;1;2021;2021-07-31;PLÁCIDO DE CASTRO;acre;HUMAITÁ;acre;0-7;A;2.0;0;7;acre
acre;1;2021;2021-08-04;RIO BRANCO;acre;ANDIRÁ;acre;1-0;H;2.0;1;0;acre
acre;1;2021;2021-08-04;VASCO DA GAMA;acre;NÁUAS;acre;0-0;D;2.0;0;0;acre
acre;1;2021;2021-08-07;HUMAITÁ;acre;SÃO FRANCISCO;acre;1-0;H;2.0;1;0;acre
acre;1;2021;2021-08-11;GALVEZ;acre;ANDIRÁ;acre;3-1;H;2.0;3;1;acre
acre;1;2021;2021-08-11;ATLÉTICO;acre;PLÁCIDO DE CASTRO;acre;8-0;H;2.0;8;0;acre
acre;1;2021;2021-08-14;ANDIRÁ;acre;SÃO FRANCISCO;acre;1-0;H;2.0;1;0;acre
acre;1;2021;2021-08-14;PLÁCIDO DE CASTRO;acre;NÁUAS;acre;1-2;A;2.0;1;2;acre
acre;1;2021;2021-08-18;ATLÉTICO;acre;HUMAITÁ;acre;0-0;D;2.0;0;0;acre
acre;1;2021;2021-08-18;RIO BRANCO;acre;GALVEZ;acre;1-2;A;2.0;1;2;acre
acre;1;2021;2021-08-21;HUMAITÁ;acre;ANDIRÁ;acre;3-2;H;2.0;3;2;acre
acre;1;2021;2021-08-21;NÁUAS;acre;RIO BRANCO;acre;0-4;A;2.0;0;4;acre
acre;1;2021;2021-08-25;SÃO FRANCISCO;acre;ATLÉTICO;acre;1-2;A;2.0;1;2;acre
acre;1;2021;2021-08-25;VASCO DA GAMA;acre;GALVEZ;acre;1-3;A;2.0;1;3;acre
acre;1;2021;2021-08-28;ANDIRÁ;acre;VASCO DA GAMA;acre;0-5;A;2.0;0;5;acre
acre;1;2021;2021-08-28;PLÁCIDO DE CASTRO;acre;RIO BRANCO;acre;1-6;A;2.0;1;6;acre
acre;1;2021;2021-09-01;NÁUAS;acre;HUMAITÁ;acre;0-5;A;2.0;0;5;acre
acre;1;2021;2021-09-01;GALVEZ;acre;ATLÉTICO;acre;0-0;D;2.0;0;0;acre
acre;1;2021;2021-09-04;ANDIRÁ;acre;PLÁCIDO DE CASTRO;acre;4-2;H;2.0;4;2;acre
acre;1;2021;2021-09-09;SÃO FRANCISCO;acre;GALVEZ;acre;0-4;A;2.0;0;4;acre
acre;1;2021;2021-09-09;HUMAITÁ;acre;VASCO DA GAMA;acre;2-0;H;2.0;2;0;acre
acre;1;2021;2021-09-09;ATLÉTICO;acre;RIO BRANCO;acre;1-0;H;2.0;1;0;acre
acre;1;2021;2021-09-16;HUMAITÁ;acre;RIO BRANCO;acre;0-1;A;2.0;0;1;acre
acre;1;2021;2021-09-16;ATLÉTICO;acre;GALVEZ;acre;2-1;H;2.0;2;1;acre
acre;1;2021;2021-09-26;HUMAITÁ;acre;GALVEZ;acre;2-1;H;2.0;2;1;acre
acre;1;2021;2021-09-26;ATLÉTICO;acre;RIO BRANCO;acre;3-4;A;2.0;3;4;acre
acre;1;2021;2021-09-30;HUMAITÁ;acre;ATLÉTICO;acre;4-1;H;2.0;4;1;acre
acre;1;2021;2021-09-30;GALVEZ;acre;RIO BRANCO;acre;1-3;A;2.0;1;3;acre
acre;1;2021;2021-10-03;HUMAITÁ;acre;RIO BRANCO;acre;1-0;H;2.0;1;0;acre
acre;1;2021;2021-10-09;RIO BRANCO;acre;HUMAITÁ;acre;1-0(4-2 Pen.);H;2.0;1;0;acre
acre;1;2020;2020-02-02;ATLÉTICO;acre;SÃO FRANCISCO;acre;7-0;H;2.0;7;0;acre
acre;1;2020;2020-02-02;GALVEZ;acre;NÁUAS;acre;2-1;H;2.0;2;1;acre
acre;1;2020;2020-02-06;RIO BRANCO;acre;ANDIRÁ;acre;4-2;H;2.0;4;2;acre
acre;1;2020;2020-02-08;PLÁCIDO DE CASTRO;acre;ATLÉTICO;acre;0-2;A;2.0;0;2;acre
acre;1;2020;2020-02-09;VASCO DA GAMA;acre;GALVEZ;acre;1-8;A;2.0;1;8;acre
acre;1;2020;2020-02-13;RIO BRANCO;acre;SÃO FRANCISCO;acre;4-2;H;2.0;4;2;acre
acre;1;2020;2020-02-16;NÁUAS;acre;VASCO DA GAMA;acre;5-0;H;2.0;5;0;acre
acre;1;2020;2020-02-16;SÃO FRANCISCO;acre;PLÁCIDO DE CASTRO;acre;1-4;A;2.0;1;4;acre
acre;1;2020;2020-02-20;ANDIRÁ;acre;ATLÉTICO;acre;1-2;A;2.0;1;2;acre
acre;1;2020;2020-02-20;HUMAITÁ;acre;GALVEZ;acre;0-4;A;2.0;0;4;acre
acre;1;2020;2020-02-29;PLÁCIDO DE CASTRO;acre;RIO BRANCO;acre;6-2;H;2.0;6;2;acre
acre;1;2020;2020-03-01;HUMAITÁ;acre;NÁUAS;acre;1-0;H;2.0;1;0;acre
acre;1;2020;2020-03-01;SÃO FRANCISCO;acre;ANDIRÁ;acre;1-4;A;2.0;1;4;acre
acre;1;2020;2020-03-05;ATLÉTICO;acre;RIO BRANCO;acre;1-2;A;2.0;1;2;acre
acre;1;2020;2020-03-08;ANDIRÁ;acre;PLÁCIDO DE CASTRO;acre;0-2;A;2.0;0;2;acre
acre;1;2020;2020-03-08;VASCO DA GAMA;acre;HUMAITÁ;acre;1-4;A;2.0;1;4;acre
acre;1;2020;2020-03-12;ATLÉTICO;acre;HUMAITÁ;acre;2-0;H;2.0;2;0;acre
acre;1;2020;2020-03-12;GALVEZ;acre;PLÁCIDO DE CASTRO;acre;1-1(5-3 Pen.);D;2.0;1;1;acre
acre;1;2020;2020-03-17;ATLÉTICO;acre;GALVEZ;acre;0-4;A;2.0;0;4;acre
acre;1;2020;2020-08-16;SÃO FRANCISCO;acre;VASCO DA GAMA;acre;3-1;H;2.0;3;1;acre
acre;1;2020;2020-08-16;ANDIRÁ;acre;HUMAITÁ;acre;4-2;H;2.0;4;2;acre
acre;1;2020;2020-08-19;VASCO DA GAMA;acre;ANDIRÁ;acre;1-2;A;2.0;1;2;acre
acre;1;2020;2020-08-19;RIO BRANCO;acre;NÁUAS;acre;2-0;H;2.0;2;0;acre
acre;1;2020;2020-08-22;NÁUAS;acre;ATLÉTICO;acre;1-2;A;2.0;1;2;acre
acre;1;2020;2020-08-22;PLÁCIDO DE CASTRO;acre;GALVEZ;acre;2-1;H;2.0;2;1;acre
acre;1;2020;2020-08-25;GALVEZ;acre;SÃO FRANCISCO;acre;7-0;H;2.0;7;0;acre
acre;1;2020;2020-08-25;HUMAITÁ;acre;ATLÉTICO;acre;1-3;A;2.0;1;3;acre
acre;1;2020;2020-08-26;VASCO DA GAMA;acre;RIO BRANCO;acre;1-7;A;2.0;1;7;acre
acre;1;2020;2020-08-26;NÁUAS;acre;PLÁCIDO DE CASTRO;acre;1-3;A;2.0;1;3;acre
acre;1;2020;2020-08-29;GALVEZ;acre;ANDIRÁ;acre;5-1;H;2.0;5;1;acre
acre;1;2020;2020-08-29;RIO BRANCO;acre;HUMAITÁ;acre;3-1;H;2.0;3;1;acre
acre;1;2020;2020-08-30;SÃO FRANCISCO;acre;NÁUAS;acre;0-3;A;2.0;0;3;acre
acre;1;2020;2020-08-30;VASCO DA GAMA;acre;PLÁCIDO DE CASTRO;acre;2-3;A;2.0;2;3;acre
acre;1;2020;2020-09-02;HUMAITÁ;acre;SÃO FRANCISCO;acre;8-0;H;2.0;8;0;acre
acre;1;2020;2020-09-02;ATLÉTICO;acre;GALVEZ;acre;2-0;H;2.0;2;0;acre
acre;1;2020;2020-09-05;ANDIRÁ;acre;NÁUAS;acre;1-4;A;2.0;1;4;acre
acre;1;2020;2020-09-05;PLÁCIDO DE CASTRO;acre;HUMAITÁ;acre;5-0;H;2.0;5;0;acre
acre;1;2020;2020-09-06;ATLÉTICO;acre;VASCO DA GAMA;acre;3-0;H;2.0;3;0;acre
acre;1;2020;2020-09-06;GALVEZ;acre;RIO BRANCO;acre;1-2;A;2.0;1;2;acre
acre;1;2020;2020-09-09;RIO BRANCO;acre;PLÁCIDO DE CASTRO;acre;2-0;H;2.0;2;0;acre
acre;1;2020;2020-09-09;GALVEZ;acre;NÁUAS;acre;2-1;H;2.0;2;1;acre
acre;1;2020;2020-09-12;RIO BRANCO;acre;GALVEZ;acre;0-2;A;2.0;0;2;acre
alagoas;2;2025;2025-08-13;DESPORTIVO ALIANÇA;alagoas;MIGUELENSE;alagoas;2-0;H;1.5;2;0;alagoas
alagoas;2;2025;2025-08-13;ZUMBI;alagoas;CRUZEIRO;alagoas;0-0;D;1.5;0;0;alagoas
alagoas;2;2025;2025-08-13;GUARANY;alagoas;DIMENSÃO SAÚDE;alagoas;3-0;H;1.5;3;0;alagoas
alagoas;2;2025;2025-08-16;DIMENSÃO SAÚDE;alagoas;ZUMBI;alagoas;1-0;H;1.5;1;0;alagoas
alagoas;2;2025;2025-08-17;GUARANY;alagoas;DESPORTIVO ALIANÇA;alagoas;1-0;H;1.5;1;0;alagoas
alagoas;2;2025;2025-08-17;CRUZEIRO;alagoas;JACIOBÁ;alagoas;3-2;H;1.5;3;2;alagoas
alagoas;2;2025;2025-08-20;MIGUELENSE;alagoas;AGRIMAQ JEQUIAENSE;alagoas;3-0;H;1.5;3;0;alagoas
alagoas;2;2025;2025-08-23;ZUMBI;alagoas;MIGUELENSE;alagoas;2-0;H;1.5;2;0;alagoas
alagoas;2;2025;2025-08-23;AGRIMAQ JEQUIAENSE;alagoas;GUARANY;alagoas;0-3;A;1.5;0;3;alagoas
alagoas;2;2025;2025-08-24;CRUZEIRO;alagoas;DESPORTIVO ALIANÇA;alagoas;3-0;H;1.5;3;0;alagoas
alagoas;2;2025;2025-08-24;JACIOBÁ;alagoas;DIMENSÃO SAÚDE;alagoas;0-5;A;1.5;0;5;alagoas
alagoas;2;2025;2025-08-27;AGRIMAQ JEQUIAENSE;alagoas;JACIOBÁ;alagoas;4-0;H;1.5;4;0;alagoas
alagoas;2;2025;2025-08-30;DIMENSÃO SAÚDE;alagoas;CRUZEIRO;alagoas;0-1;A;1.5;0;1;alagoas
alagoas;2;2025;2025-08-30;DESPORTIVO ALIANÇA;alagoas;AGRIMAQ JEQUIAENSE;alagoas;2-3;A;1.5;2;3;alagoas
alagoas;2;2025;2025-08-30;GUARANY;alagoas;ZUMBI;alagoas;2-0;H;1.5;2;0;alagoas
alagoas;2;2025;2025-08-31;MIGUELENSE;alagoas;JACIOBÁ;alagoas;4-0;H;1.5;4;0;alagoas
alagoas;2;2025;2025-09-06;JACIOBÁ;alagoas;GUARANY;alagoas;1-2;A;1.5;1;2;alagoas
alagoas;2;2025;2025-09-06;AGRIMAQ JEQUIAENSE;alagoas;DIMENSÃO SAÚDE;alagoas;3-0;H;1.5;3;0;alagoas
alagoas;2;2025;2025-09-07;CRUZEIRO;alagoas;MIGUELENSE;alagoas;2-0;H;1.5;2;0;alagoas
alagoas;2;2025;2025-09-13;DESPORTIVO ALIANÇA;alagoas;JACIOBÁ;alagoas;5-0;H;1.5;5;0;alagoas
alagoas;2;2025;2025-09-13;ZUMBI;alagoas;AGRIMAQ JEQUIAENSE;alagoas;1-2;A;1.5;1;2;alagoas
alagoas;2;2025;2025-09-13;DIMENSÃO SAÚDE;alagoas;MIGUELENSE;alagoas;3-0;H;1.5;3;0;alagoas
alagoas;2;2025;2025-09-17;ZUMBI;alagoas;DESPORTIVO ALIANÇA;alagoas;2-1;H;1.5;2;1;alagoas
alagoas;2;2025;2025-09-17;GUARANY;alagoas;CRUZEIRO;alagoas;1-0;H;1.5;1;0;alagoas
alagoas;2;2025;2025-09-21;DIMENSÃO SAÚDE;alagoas;DESPORTIVO ALIANÇA;alagoas;3-0;H;1.5;3;0;alagoas
alagoas;2;2025;2025-09-21;MIGUELENSE;alagoas;GUARANY;alagoas;1-4;A;1.5;1;4;alagoas
alagoas;2;2025;2025-09-21;CRUZEIRO;alagoas;AGRIMAQ JEQUIAENSE;alagoas;2-1;H;1.5;2;1;alagoas
alagoas;2;2025;2025-09-21;JACIOBÁ;alagoas;ZUMBI;alagoas;0-5;A;1.5;0;5;alagoas
alagoas;2;2025;2025-09-27;AGRIMAQ JEQUIAENSE;alagoas;GUARANY;alagoas;0-2;A;1.5;0;2;alagoas
alagoas;2;2025;2025-09-27;DIMENSÃO SAÚDE;alagoas;CRUZEIRO;alagoas;1-1;D;1.5;1;1;alagoas
alagoas;2;2025;2025-10-04;GUARANY;alagoas;AGRIMAQ JEQUIAENSE;alagoas;1-1;D;1.5;1;1;alagoas
alagoas;2;2025;2025-10-06;CRUZEIRO;alagoas;DIMENSÃO SAÚDE;alagoas;3-1;H;1.5;3;1;alagoas
alagoas;2;2025;2025-10-12;CRUZEIRO;alagoas;GUARANY;alagoas;2-1;H;1.5;2;1;alagoas
alagoas;2;2025;2025-10-18;GUARANY;alagoas;CRUZEIRO;alagoas;2-2;D;1.5;2;2;alagoas
alagoas;2;2024;2024-09-07;SÃO DOMINGOS;alagoas;MIGUELENSE;alagoas;0-1;A;1.5;0;1;alagoas
alagoas;2;2024;2024-09-07;ZUMBI;alagoas;DIMENSÃO SAÚDE;alagoas;1-0;H;1.5;1;0;alagoas
alagoas;2;2024;2024-09-07;CEO;alagoas;JACIOBÁ;alagoas;2-0;H;1.5;2;0;alagoas
alagoas;2;2024;2024-09-08;IGACI;alagoas;GUARANY;alagoas;0-1;A;1.5;0;1;alagoas
alagoas;2;2024;2024-09-08;FF SPORT;alagoas;DESPORTIVO ALIANÇA;alagoas;0-2;A;1.5;0;2;alagoas
alagoas;2;2024;2024-09-14;DESPORTIVO ALIANÇA;alagoas;SÃO DOMINGOS;alagoas;2-1;H;1.5;2;1;alagoas
alagoas;2;2024;2024-09-14;GUARANY;alagoas;CEO;alagoas;1-0;H;1.5;1;0;alagoas
alagoas;2;2024;2024-09-14;DIMENSÃO SAÚDE;alagoas;FF SPORT;alagoas;1-1;D;1.5;1;1;alagoas
alagoas;2;2024;2024-09-15;MIGUELENSE;alagoas;ZUMBI;alagoas;0-1;A;1.5;0;1;alagoas
alagoas;2;2024;2024-09-15;JACIOBÁ;alagoas;IGACI;alagoas;0-3;A;1.5;0;3;alagoas
alagoas;2;2024;2024-09-17;SÃO DOMINGOS;alagoas;GUARANY;alagoas;1-6;A;1.5;1;6;alagoas
alagoas;2;2024;2024-09-18;CEO;alagoas;DIMENSÃO SAÚDE;alagoas;2-1;H;1.5;2;1;alagoas
alagoas;2;2024;2024-09-18;DESPORTIVO ALIANÇA;alagoas;MIGUELENSE;alagoas;0-0;D;1.5;0;0;alagoas
alagoas;2;2024;2024-09-18;FF SPORT;alagoas;IGACI;alagoas;0-0;D;1.5;0;0;alagoas
alagoas;2;2024;2024-09-19;ZUMBI;alagoas;JACIOBÁ;alagoas;3-0;H;1.5;3;0;alagoas
alagoas;2;2024;2024-09-21;DIMENSÃO SAÚDE;alagoas;DESPORTIVO ALIANÇA;alagoas;1-0;H;1.5;1;0;alagoas
alagoas;2;2024;2024-09-21;FF SPORT;alagoas;SÃO DOMINGOS;alagoas;0-0;D;1.5;0;0;alagoas
alagoas;2;2024;2024-09-22;IGACI;alagoas;CEO;alagoas;1-0;H;1.5;1;0;alagoas
alagoas;2;2024;2024-09-22;GUARANY;alagoas;ZUMBI;alagoas;0-3;A;1.5;0;3;alagoas
alagoas;2;2024;2024-09-22;JACIOBÁ;alagoas;MIGUELENSE;alagoas;2-1;H;1.5;2;1;alagoas
alagoas;2;2024;2024-09-25;MIGUELENSE;alagoas;GUARANY;alagoas;0-0;D;1.5;0;0;alagoas
alagoas;2;2024;2024-09-25;ZUMBI;alagoas;IGACI;alagoas;1-0;H;1.5;1;0;alagoas
alagoas;2;2024;2024-09-25;CEO;alagoas;FF SPORT;alagoas;3-0;H;1.5;3;0;alagoas
alagoas;2;2024;2024-09-26;SÃO DOMINGOS;alagoas;DIMENSÃO SAÚDE;alagoas;0-5;A;1.5;0;5;alagoas
alagoas;2;2024;2024-09-26;DESPORTIVO ALIANÇA;alagoas;JACIOBÁ;alagoas;2-0;H;1.5;2;0;alagoas
alagoas;2;2024;2024-09-28;CEO;alagoas;ZUMBI;alagoas;1-1;D;1.5;1;1;alagoas
alagoas;2;2024;2024-09-28;FF SPORT;alagoas;MIGUELENSE;alagoas;1-2;A;1.5;1;2;alagoas
alagoas;2;2024;2024-09-29;IGACI;alagoas;SÃO DOMINGOS;alagoas;11-0;H;1.5;11;0;alagoas
alagoas;2;2024;2024-09-29;GUARANY;alagoas;DESPORTIVO ALIANÇA;alagoas;1-0;H;1.5;1;0;alagoas
alagoas;2;2024;2024-09-29;DIMENSÃO SAÚDE;alagoas;JACIOBÁ;alagoas;1-0;H;1.5;1;0;alagoas
alagoas;2;2024;2024-10-02;MIGUELENSE;alagoas;DIMENSÃO SAÚDE;alagoas;0-2;A;1.5;0;2;alagoas
alagoas;2;2024;2024-10-02;JACIOBÁ;alagoas;GUARANY;alagoas;2-4;A;1.5;2;4;alagoas
alagoas;2;2024;2024-10-02;ZUMBI;alagoas;FF SPORT;alagoas;3-2;H;1.5;3;2;alagoas
alagoas;2;2024;2024-10-03;DESPORTIVO ALIANÇA;alagoas;IGACI;alagoas;1-2;A;1.5;1;2;alagoas
alagoas;2;2024;2024-10-09;FF SPORT;alagoas;JACIOBÁ;alagoas;1-0;H;1.5;1;0;alagoas
alagoas;2;2024;2024-10-09;IGACI;alagoas;MIGUELENSE;alagoas;1-0;H;1.5;1;0;alagoas
alagoas;2;2024;2024-10-10;CEO;alagoas;DESPORTIVO ALIANÇA;alagoas;1-0;H;1.5;1;0;alagoas
alagoas;2;2024;2024-10-10;DIMENSÃO SAÚDE;alagoas;GUARANY;alagoas;2-3;A;1.5;2;3;alagoas
alagoas;2;2024;2024-10-13;GUARANY;alagoas;FF SPORT;alagoas;0-0;D;1.5;0;0;alagoas
alagoas;2;2024;2024-10-13;DESPORTIVO ALIANÇA;alagoas;ZUMBI;alagoas;0-1;A;1.5;0;1;alagoas
alagoas;2;2024;2024-10-13;DIMENSÃO SAÚDE;alagoas;IGACI;alagoas;0-1;A;1.5;0;1;alagoas
alagoas;2;2024;2024-10-13;MIGUELENSE;alagoas;CEO;alagoas;1-1;D;1.5;1;1;alagoas
alagoas;2;2024;2024-10-19;CEO;alagoas;ZUMBI;alagoas;0-0;D;1.5;0;0;alagoas
alagoas;2;2024;2024-10-20;IGACI;alagoas;GUARANY;alagoas;1-0;H;1.5;1;0;alagoas
alagoas;2;2024;2024-10-26;ZUMBI;alagoas;CEO;alagoas;1-0;H;1.5;1;0;alagoas
