nome_clube;estado;uf;cidade;latitude;longitude;inception;codigo_ibge
Kaiserburg Futebol Clube;Rio de Janeiro;RJ;Petrópolis;-22.52;-43.1926;;3303906
Lagarto Esporte Clube;Sergipe;SE;Lagarto;-10.9136;-37.6689;;2803500
Lagoa Esporte Clube;Amapá;AP;Macapá;0.034934;-51.0694;;1600303
Lavras Futebol Clube;Minas Gerais;MG;Lavras;-21.248;-45.0009;;3138203
Leme Futebol Clube Zona Sul;São Paulo;SP;Leme;-22.1809;-47.3841;;3526704
Leão de São Marcos Esporte Clube;Espírito Santo;ES;Nova Venécia;-18.715;-40.4053;1955-02-09T00:00:00Z;3203908
Liga Sãocarlense de Futebol;Amazonas;AM;Benjamin Constant;-4.37768;-70.0342;;1300607
Luso Sporting Club;Amazonas;AM;Manaus;-3.11866;-60.0212;;1302603
Luziânia Futebol Clube;Goiás;GO;Goiás;-15.9333;-50.14;;5208905
Luís Correia Esporte Clube;Piauí;PI;Luís Correia;-2.88438;-41.6641;2003-01-01T00:00:00Z;2205706
Macambira Futebol Clube;Sergipe;SE;Macambira;-10.6619;-37.5413;;2803708
Madre de Deus Sport Clube;Bahia;BA;Madre de Deus;-12.7446;-38.6153;;2919926
Madrugada Esporte Clube;São Paulo;SP;São Carlos;-22.0174;-47.886;;3548906
Maranguape Sport Club;Ceará;CE;Maranguape;-3.89143;-38.6829;;2307700
Maringá Esporte Iguatemi;Mato Grosso do Sul;MS;Iguatemi;-23.6736;-54.5637;;5004304
Mato Grosso Esporte Clube;Mato Grosso;MT;Cuiabá;-15.601;-56.0974;1948-01-01T00:00:00Z;5103403
Mil Réis Futebol Clube;São Paulo;SP;Itaporanga;-23.7043;-49.4819;;3522802
Associação Atlética Barra Bonita;Bahia;BA;Barra;-11.0859;-43.1459;1923-04-21T00:00:00Z;2902708
Associação Atlética Campo Limpo Paulista;São Paulo;SP;Campo Limpo Paulista;-23.2078;-46.7889;1980-01-01T00:00:00Z;3509601
Associação Atlética Campos Elíseos;São Paulo;SP;São Paulo;-23.5329;-46.6395;;3550308
Associação Atlética Central Brasileira;Piauí;PI;Brasileira;-4.1337;-41.7859;1980-12-15T00:00:00Z;2201960
Associação Atlética Colúmbia;Maranhão;MA;Caxias;-4.86505;-43.3617;1979-01-01T00:00:00Z;2103000
Associação Atlética Comercial (Cascavel);Paraná;PR;Cascavel;-24.9573;-53.459;1964-04-09T00:00:00Z;4104808
Associação Atlética Goiatuba;Goiás;GO;Goiás;-15.9333;-50.14;1970-01-01T00:00:00Z;5208905
Associação Atlética Guairense;São Paulo;SP;Guaíra;-20.3196;-48.312;1969-06-16T00:00:00Z;3517406
Associação Atlética Ordem e Progresso;Rio Grande do Sul;RS;Progresso;-29.2441;-52.3197;1916-01-01T00:00:00Z;4315156
Associação Atlética Paraisense;Minas Gerais;MG;São Sebastião do Paraíso;-20.9167;-46.9837;1919-01-01T00:00:00Z;3164704
Associação Atlética Portofelicense;Rio Grande do Sul;RS;Feliz;-29.4527;-51.3032;;4308102
Associação Atlética Santa Cruz;Ceará;CE;Cruz;-2.91813;-40.176;2001-01-01T00:00:00Z;2304251
Associação Atlética Serra;Paraíba;PB;Mato Grosso;-6.54018;-37.7279;2009-06-05T00:00:00Z;2509370
Associação Atlética São Bento (Marília);São Paulo;SP;Marília;-22.2171;-49.9501;1931-01-01T00:00:00Z;3529005
Associação Atlética São Bento (São Caetano do Sul);São Paulo;SP;São Caetano do Sul;-23.6229;-46.5548;1954-02-17T00:00:00Z;3548807
Associação Atlética Teixeira de Freitas;Bahia;BA;Teixeira de Freitas;-17.5399;-39.74;;2931350
Associação Atlética da Universidade Nilton Lins;São Paulo;SP;Lins;-21.6718;-49.7526;2007-01-01T00:00:00Z;3527108
Associação Carazinhense de Futebol;Rio Grande do Sul;RS;Carazinho;-28.2958;-52.7933;;4304705
Associação Caçadorense de Desportos;Santa Catarina;SC;Caçador;-26.7757;-51.012;1978-01-15T00:00:00Z;4203006
Associação Desportiva Araraquara;Paraíba;PB;Arara;-6.82813;-35.7552;1952-01-09T00:00:00Z;2500908
Associação Desportiva Arsenal de Caridade;Ceará;CE;Caridade;-4.22514;-39.1912;;2303006
Associação Desportiva Classista Rigesa;São Paulo;SP;São Paulo;-23.5329;-46.6395;;3550308
Associação Desportiva Iguatu;Ceará;CE;Iguatu;-6.36281;-39.2892;2010-01-01T00:00:00Z;2305506
Associação Desportiva Jaguariúna;Rio Grande do Sul;RS;Jaguari;-29.4936;-54.703;2005-01-01T00:00:00Z;4311106
Associação Desportiva Jaruense;Rondônia;RO;Jaru;-10.4318;-62.4788;1995-01-01T00:00:00Z;1100114
Associação Desportiva Pitu;Espírito Santo;ES;Vitória;-20.3155;-40.3128;;3205309
Associação Desportiva São Benedito;Ceará;CE;São Benedito;-4.04713;-40.8596;2005-01-01T00:00:00Z;2312304
Associação Desportiva Tauá;Pernambuco;PE;São Caetano;-8.33763;-36.2869;2007-04-16T00:00:00Z;2613107
Associação Desportiva Unitri;Minas Gerais;MG;Uberlândia;-18.9141;-48.2749;2003-08-03T00:00:00Z;3170206
Associação Esportiva Evangélica;Goiás;GO;Guapó;-16.8297;-49.5345;;5209200
Associação Esportiva Ilha Solteira;São Paulo;SP;Ilha Solteira;-20.4326;-51.3426;;3520442
Associação Esportiva Internacional;Bahia;BA;Santa Bárbara;-11.9515;-38.9681;1947-03-03T00:00:00Z;2927507
Associação Esportiva Jacarezinho;Paraná;PR;Jacarezinho;-23.1591;-49.9739;1938-11-18T00:00:00Z;4111803
Associação Esportiva Sapiranga;Rio Grande do Sul;RS;Rio Grande;-32.0349;-52.1071;;4315602
Associação Garanhuense de Atletismo;Pernambuco;PE;Garanhuns;-8.88243;-36.4966;;2606002
Associação Pontagrossense de Desportos;Rio Grande do Norte;RN;Paraná;-6.47565;-38.3057;1970-01-01T00:00:00Z;2408607
Associação Prudentina de Esportes Atléticos;Paraíba;PB;Paulista;-6.59138;-37.6185;1936-10-26T00:00:00Z;2510907
Associação dos Desportistas de Pacatuba;Ceará;CE;Pacatuba;-3.9784;-38.6183;;2309706
Athletic Club;Paraná;PR;São João;-25.8214;-52.7252;;4124806
Atlético Clube Apollo;Rio de Janeiro;RJ;Arraial do Cabo;-22.9774;-42.0267;;3300258
Atlético Clube Diana;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1958-01-01T00:00:00Z;3304557
Atlético Clube Três Corações;Minas Gerais;MG;Barbacena;-21.2214;-43.7703;1913-01-01T00:00:00Z;3105608
Atlético Esportivo Araçatuba;São Paulo;SP;Andradina;-20.8948;-51.3786;;3502101
Açailândia Futebol Clube;Maranhão;MA;Açailândia;-4.94714;-47.5004;;2100055
Balsas Esporte Clube;Maranhão;MA;Balsas;-7.53214;-46.0372;1999-01-01T00:00:00Z;2101400
Bangu Athletic Club;Ceará;CE;Fortaleza;-3.71664;-38.5423;;2304400
Barcelona Esportivo Capela;São Paulo;SP;São Paulo;-23.5329;-46.6395;2004-01-01T00:00:00Z;3550308
Fussball Club Porto Alegre;Rio Grande do Sul;RS;Porto Alegre;-30.0318;-51.2065;;4314902
Fussball Mannschaft Frisch Auf;Rio Grande do Sul;RS;Porto Alegre;-30.0318;-51.2065;1909-05-31T00:00:00Z;4314902
Futebol Clube Rio Pardo;Rio Grande do Sul;RS;Rio Grande;-32.0349;-52.1071;;4315602
Galvez Esporte Clube;Mato Grosso;MT;Rio Branco;-15.2483;-58.1259;2011-01-01T00:00:00Z;5107206
Garça Futebol Clube;São Paulo;SP;Garça;-22.2125;-49.6546;;3516705
Ginásio Pinhalense de Esportes Atléticos;São Paulo;SP;Espírito Santo do Pinhal;-22.1909;-46.7477;;3515186
Ginásio São João;São Paulo;SP;Adolfo;-21.2325;-49.6451;;3500204
Glória de Dourados Esporte Clube;Mato Grosso do Sul;MS;Glória de Dourados;-22.4136;-54.2335;2009-01-01T00:00:00Z;5004007
Grêmio Atlético Guarany;Rio Grande do Sul;RS;Garibaldi;-29.259;-51.5352;;4308607
Grêmio Esportivo Acreano;Acre;AC;Sena Madureira;-9.06596;-68.6571;;1200500
Grêmio Desportivo Prudente;São Paulo;SP;Presidente Prudente;-22.1207;-51.3925;2005-01-01T00:00:00Z;3541406
Grêmio Esportivo Força e Luz;Espírito Santo;ES;Alegre;-20.758;-41.5382;;3200201
Grêmio Esportivo Fábrica da Estrela;Rio Grande do Sul;RS;Estrela;-29.5002;-51.9495;;4307807
Grêmio Esportivo Guaçuano;São Paulo;SP;Mogi Guaçu;-22.3675;-46.9428;1960-01-01T00:00:00Z;3530706
Grêmio Esportivo Km 49;Rio de Janeiro;RJ;Seropédica;-22.7526;-43.7155;;3305554
Grêmio Esportivo Laranjeiras;Espírito Santo;ES;Serra;-20.121;-40.3074;;3205002
Grêmio Esportivo São José;Rio Grande do Sul;RS;Cachoeira do Sul;-30.033;-52.8928;1968-01-01T00:00:00Z;4303004
Grêmio Esportivo Torrense;Rio Grande do Sul;RS;Torres;-29.3334;-49.7333;;4321501
Grêmio Esportivo e Recreativo 14 de Julho;Rio Grande do Sul;RS;Passo Fundo;-28.2576;-52.4091;;4314100
Grêmio Mangaratibense;Minas Gerais;MG;Manga;-14.7529;-43.9391;2009-01-01T00:00:00Z;3139300
Grêmio Novorizontino;Santa Catarina;SC;Novo Horizonte;-26.4442;-52.8281;2001-01-01T00:00:00Z;4211652
Grêmio Olímpico Mangaratiba;Rio de Janeiro;RJ;Mangaratiba;-22.9594;-44.0409;;3302601
Grêmio Recreativo Esportivo Campo Largo;Paraná;PR;Campo Largo;-25.4525;-49.529;;4104204
Grêmio Recreativo Serrano;Paraíba;PB;Campina Grande;-7.22196;-35.8731;;2504009
Grêmio Recreativo Unidos do Alvorada;Amazonas;AM;Manaus;-3.11866;-60.0212;;1302603
Guarani Futebol Clube (Alegrete);Rio Grande do Sul;RS;Alegrete;-29.7902;-55.7949;1912-01-01T00:00:00Z;4300406
Guarani Saltense Atlético Clube;Minas Gerais;MG;Guarani;-21.3563;-43.0328;;3128402
Guarani Sport Club;Minas Gerais;MG;Guarani;-21.3563;-43.0328;1914-01-01T00:00:00Z;3128402
Guarany Foot-Ball Club;Ceará;CE;Fortaleza;-3.71664;-38.5423;1919-06-15T00:00:00Z;2304400
Sociedade Esportiva de Picos;Piauí;PI;Picos;-7.07721;-41.467;1976-01-01T00:00:00Z;2208007
Nilópolis Futebol Clube;Rio de Janeiro;RJ;Nilópolis;-22.8057;-43.4233;1977-01-01T00:00:00Z;3303203
Mazagão Atlético Clube;Amapá;AP;Mazagão;-0.11336;-51.2891;1979-01-23T00:00:00Z;1600402
Serrano Futebol Clube;Pernambuco;PE;Serra Talhada;-7.98178;-38.289;1983-01-01T00:00:00Z;2613909
Holanda Esporte Clube;Amazonas;AM;Rio Preto da Eva;-2.7045;-59.6858;1984-01-01T00:00:00Z;1303569
Esporte Clube Passo Fundo;Rio Grande do Sul;RS;Passo Fundo;-28.2576;-52.4091;1986-01-10T00:00:00Z;4314100
Duquecaxiense Futebol Clube;Maranhão;MA;Caxias;-4.86505;-43.3617;1997-01-01T00:00:00Z;2103000
Sport Club Corinthians Paulista B;São Paulo;SP;São Paulo;-23.5329;-46.6395;2000-01-01T00:00:00Z;3550308
Barbalha Futebol Clube;Ceará;CE;Barbalha;-7.2982;-39.3021;2002-01-01T00:00:00Z;2301901
Imperial Futebol Clube;Rio de Janeiro;RJ;Petrópolis;-22.52;-43.1926;2004-04-02T00:00:00Z;3303906
Sociedade Desportiva Juazeirense;Bahia;BA;Juazeiro;-9.41622;-40.5033;2006-01-01T00:00:00Z;2918407
Legião Futebol Clube;Distrito Federal;DF;Brasília;-15.7795;-47.9297;2006-05-11T00:00:00Z;5300108
Poços de Caldas Futebol Clube;Minas Gerais;MG;Caldas;-21.9183;-46.3843;2007-01-01T00:00:00Z;3110301
São José de Ribamar Esporte Clube;Santa Catarina;SC;São José;-27.6136;-48.6366;2007-06-14T00:00:00Z;4216602
Ribeirão Bonito Esporte Clube;Pernambuco;PE;Bonito;-8.47163;-35.7292;1960-01-01T00:00:00Z;2602308
Rio Branco Futebol Clube (Espírito Santo);Espírito Santo;ES;Venda Nova do Imigrante;-20.327;-41.1355;1945-01-01T00:00:00Z;3205069
Rio Branco Esporte Clube (Sergipe);Alagoas;AL;Capela;-9.41504;-36.0826;;2701704
Rio Branco de Bagé;Rio Grande do Sul;RS;Bagé;-31.3297;-54.0999;1910-01-01T00:00:00Z;4301602
Rio Cricket e Associação Atlética;Rio de Janeiro;RJ;Niterói;-22.8832;-43.1034;;3303302
Rio Pardo Futebol Clube;Espírito Santo;ES;Iúna;-20.3531;-41.5334;;3203007
Rio das Ostras Futebol Clube;Rio de Janeiro;RJ;Rio das Ostras;-22.5174;-41.9475;1960-01-01T00:00:00Z;3304524
Rio de Janeiro Sharks;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;2001-01-01T00:00:00Z;3304557
Rio de Janeiro Minotauros;Rio de Janeiro;RJ;Niterói;-22.8832;-43.1034;2010-10-10T00:00:00Z;3303302
Riostrense Esporte Clube;Ceará;CE;Jardim;-7.57599;-39.2826;;2307106
River Football Club;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
River Ilheense Esporte Clube;Bahia;BA;Ilhéus;-14.793;-39.046;1977-08-14T00:00:00Z;2913606
Roma Esporte Clube;Paraná;PR;Apucarana;-23.55;-51.4635;2000-01-22T00:00:00Z;4101408
Ruy Barbosa Futebol Clube;São Paulo;SP;Barbosa;-21.2657;-49.9518;1929-01-01T00:00:00Z;3505104
Sabugy Futebol Clube;Maranhão;MA;Santa Luzia;-4.06873;-45.69;;2110005
Sacramenta Esporte Clube Beneficente;Pará;PA;Belém;-1.4554;-48.4898;;1501402
Salvador Futebol Clube;Bahia;BA;Salvador;-12.9718;-38.5011;2007-01-01T00:00:00Z;2927408
Santa Catarina Clube;Santa Catarina;SC;Rio do Sul;-27.2156;-49.643;;4214805
Santa Cruz Futebol Clube (Fortaleza);Ceará;CE;Fortaleza;-3.71664;-38.5423;;2304400
Santa Cruz Futebol Clube (Minas Gerais);Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;1951-05-03T00:00:00Z;3106200
Santa Cruz do Sul Chacais;Rio Grande do Sul;RS;Santa Cruz do Sul;-29.722;-52.4343;2007-01-01T00:00:00Z;4316808
Santa Rita Esporte Clube;São Paulo;SP;Campinas;-22.9053;-47.0659;1959-01-01T00:00:00Z;3509502
Santarritense Futebol Clube;Minas Gerais;MG;Santa Rita do Sapucaí;-22.2461;-45.7034;;3159605
Saquarema Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Savóia Futebol Clube;Paraná;PR;Curitiba;-25.4195;-49.2646;1914-07-14T00:00:00Z;4106902
Sem Rival Sport Club;Ceará;CE;Fortaleza;-3.71664;-38.5423;;2304400
Zumbi Esporte Clube;Alagoas;AL;União dos Palmares;-9.15921;-36.0223;1954-11-15T00:00:00Z;2709301
Americano Football Club;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1907-10-01T00:00:00Z;3304557
Bonsucesso Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1913-01-01T00:00:00Z;3304557
Esporte Clube Maricá;Rio de Janeiro;RJ;Maricá;-22.9354;-42.8246;;3302700
Esporte Clube Marinho;Paraíba;PB;Mari;-7.05942;-35.318;;2509107
Esporte Clube Miguel Couto;Rio de Janeiro;RJ;Nova Iguaçu;-22.7556;-43.4603;;3303500
Esporte Clube Miranorte;Tocantins;TO;Miranorte;-9.52907;-48.5922;;1713304
Esporte Clube Mogiana (Ribeirão Preto);São Paulo;SP;Ribeirão Preto;-21.1699;-47.8099;1938-07-27T00:00:00Z;3543402
Esporte Clube Mogiana;São Paulo;SP;Campinas;-22.9053;-47.0659;1933-06-07T00:00:00Z;3509502
Esporte Clube Mundo Novo;Rio Grande do Sul;RS;Três Coroas;-29.5137;-50.7739;1934-08-24T00:00:00Z;4321709
Esporte Clube Palmeirense (Rio Grande do Sul);Rio Grande do Sul;RS;Palmeira das Missões;-27.9007;-53.3134;1919-01-01T00:00:00Z;4313706
Esporte Clube Palmeirense (São Paulo);São Paulo;SP;Santa Cruz das Palmeiras;-21.8235;-47.248;1908-09-07T00:00:00Z;3546306
Esporte Clube Produtos Cachoeira;Bahia;BA;Cachoeira;-12.5994;-38.9587;1961-01-01T00:00:00Z;2904902
Esporte Clube Recreativo Ferroviário;Paraná;PR;Jaguariaíva;-24.2439;-49.7066;;4112009
Esporte Clube Renascença;Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;;3106200
Esporte Clube Resende;Rio de Janeiro;RJ;Resende;-22.4705;-44.4509;;3304201
Esporte Clube Ribeiro Junqueira;Minas Gerais;MG;Leopoldina;-21.5296;-42.6421;;3138401
Esporte Clube Rio Branco;São Paulo;SP;Ibitinga;-21.7562;-48.8319;;3519600
Esporte Clube Rio Pardo;Paraíba;PB;Mato Grosso;-6.54018;-37.7279;1998-01-01T00:00:00Z;2509370
Esporte Clube Rio São Paulo;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Esporte Clube São Bernardo;Bahia;BA;Itagi;-14.1615;-40.0131;;2915106
Esporte Clube São José (Rio de Janeiro);São Paulo;SP;Bastos;-21.921;-50.7357;;3505807
Esporte Clube São José (São José do Rio Claro);Mato Grosso;MT;São José do Rio Claro;-13.4398;-56.7218;;5107305
Esporte Clube Taquaral;Rio de Janeiro;RJ;Maricá;-22.9354;-42.8246;;3302700
Esporte Clube Tarumã;Amazonas;AM;Manaus;-3.11866;-60.0212;1974-01-01T00:00:00Z;1302603
Esporte Clube Vila São Luiz;Maranhão;MA;Caxias;-4.86505;-43.3617;;2103000
Esporte Clube Água Verde;Paraná;PR;Curitiba;-25.4195;-49.2646;1914-12-17T00:00:00Z;4106902
Esprof Atlético de Futebol e Clube;Rio de Janeiro;RJ;Cabo Frio;-22.8894;-42.0286;;3300704
Estrada de Ferro Sorocabana Futebol Clube;São Paulo;SP;São Paulo;-23.5329;-46.6395;1930-11-25T00:00:00Z;3550308
Estrela Esporte Clube;Rio Grande do Sul;RS;Estrela;-29.5002;-51.9495;1976-01-10T00:00:00Z;4307807
Estrela Futebol Clube (Rio Grande do Sul);Rio Grande do Sul;RS;Estrela;-29.5002;-51.9495;;4307807
Estrela da Bela Vista Esporte Clube;Mato Grosso do Sul;MS;Bela Vista;-22.1073;-56.5263;;5002100
Estrela da Saúde Futebol Clube;Rio Grande do Sul;RS;Estrela;-29.5002;-51.9495;;4307807
Estrela da Serra Futebol Clube;Rio de Janeiro;RJ;Magé;-22.6632;-43.0315;;3302502
Estrela do Mar Esporte Clube;Rio Grande do Sul;RS;Estrela;-29.5002;-51.9495;;4307807
Estrela do Mar Foot-Ball Club;Rio Grande do Sul;RS;Estrela;-29.5002;-51.9495;1939-12-23T00:00:00Z;4307807
Estrela do Norte Esporte Clube;Rio de Janeiro;RJ;São Fidélis;-21.6551;-41.756;;3304805
Eusébio Esporte Clube;Paraíba;PB;Arara;-6.82813;-35.7552;2005-01-01T00:00:00Z;2500908
Expressinho Futebol Clube;Maranhão;MA;São Luís;-2.53874;-44.2825;;2111300
Expresso São Carlos Esporte Clube;Rio Grande do Sul;RS;Ponte Preta;-27.6587;-52.4848;1953-01-01T00:00:00Z;4314787
Externato Futebol Clube;Santa Catarina;SC;Florianópolis;-27.5945;-48.5477;1910-08-14T00:00:00Z;4205407
Fada Futebol Clube;Mato Grosso do Sul;MS;Anastácio;-20.4823;-55.8104;1940-05-10T00:00:00Z;5000708
Federação Catarinense de Clubes de Futebol 7 Society;Santa Catarina;SC;Joinville;-26.3045;-48.8487;;4209102
Ferroviário Esporte Clube do Cabo;Pernambuco;PE;Bezerros;-8.2328;-35.796;1961-01-01T00:00:00Z;2601904
Figueirense Esporte Clube;Ceará;CE;Catarina;-6.12291;-39.8736;;2303600
Flamengo Futebol Clube (Americana);São Paulo;SP;Americana;-22.7374;-47.3331;;3501608
Flamengo Futebol Clube (Pirajuí);São Paulo;SP;Pirajuí;-21.999;-49.4608;1972-01-01T00:00:00Z;3538907
Floresta Esporte Clube;Ceará;CE;Fortaleza;-3.71664;-38.5423;1954-01-01T00:00:00Z;2304400
Floresta Futebol Clube;Pernambuco;PE;Flores;-7.85842;-37.9715;1965-01-01T00:00:00Z;2605608
Fluminense Atlético Clube (Niterói);Rio de Janeiro;RJ;Niterói;-22.8832;-43.1034;1913-09-07T00:00:00Z;3303302
Fluminense Esporte Clube;Piauí;PI;Teresina;-5.09194;-42.8034;1938-01-31T00:00:00Z;2211001
Fluminense Futebol Clube (Santana do Livramento);Paraíba;PB;Livramento;-7.37113;-36.9491;;2508505
Football Club Rio-Grandense;Rio Grande do Sul;RS;Rio Grande;-32.0349;-52.1071;;4315602
Fortaleza Clube;Ceará;CE;Fortaleza;-3.71664;-38.5423;1903-06-24T00:00:00Z;2304400
Força Esporte Clube;São Paulo;SP;São Paulo;-23.5329;-46.6395;;3550308
Francisco Ferro Sport Futebol Club;Rio Grande do Norte;RN;Viçosa;-5.98253;-37.9462;;2414902
Frigorífico Atlético Clube;Rio de Janeiro;RJ;Mendes;-22.5245;-43.7312;;3302809
Semeando Cidadania Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Senzala Futebol Clube;Bahia;BA;Camamu;-13.9398;-39.1071;;2905800
Sergipe Bravos;Sergipe;SE;Aracaju;-10.9091;-37.0677;2004-01-01T00:00:00Z;2800308
Sete de Setembro Futebol Clube;Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;;3106200
Social Esportiva Vitória;São Paulo;SP;Hortolândia;-22.8529;-47.2143;;3519071
Sociedade Ação Futebol;Piauí;PI;Várzea Grande;-6.54899;-42.248;;2211407
Sociedade Desportiva Borborema;Paraíba;PB;Campina Grande;-7.22196;-35.8731;1975-10-11T00:00:00Z;2504009
Sociedade Desportiva Sete de Setembro de Cupira;Pernambuco;PE;Cupira;-8.62432;-35.9518;;2605004
Sociedade Desportiva e Recreativa União;Santa Catarina;SC;Timbó;-26.8246;-49.269;1972-01-01T00:00:00Z;4218202
Sociedade Egipciense;Pernambuco;PE;São José do Egito;-7.46945;-37.274;;2613602
Sociedade Esportiva Alecrinense;Rio Grande do Sul;RS;Alecrim;-27.6579;-54.7649;;4300307
Sociedade Esportiva Alvorada Club;Paraná;PR;Maringá;-23.4205;-51.9333;2010-01-01T00:00:00Z;4115200
Sociedade Esportiva Aureny III;Paraná;PR;Palmas;-26.4839;-51.9888;;4117602
Sociedade Esportiva Decisão Futebol Clube;Pernambuco;PE;Bonito;-8.47163;-35.7292;;2602308
Sociedade Esportiva Guaxupé;Minas Gerais;MG;Guaxupé;-21.305;-46.7081;;3128709
Sociedade Esportiva Ilha Solteira;São Paulo;SP;Ilha Solteira;-20.4326;-51.3426;1970-09-15T00:00:00Z;3520442
Sociedade Esportiva Jateiense;Mato Grosso do Sul;MS;Jateí;-22.4806;-54.3079;;5005103
Sociedade Esportiva Palmeiras Usina Furlan;Rio Grande do Norte;RN;Açu;-5.58362;-36.914;1960-01-01T00:00:00Z;2400208
Sociedade Esportiva Palmeiras (Pato Branco);Paraná;PR;Palmeira;-25.4257;-50.007;1949-01-01T00:00:00Z;4117701
Sociedade Esportiva Planaltina;Goiás;GO;Goiás;-15.9333;-50.14;;5208905
Sociedade Esportiva Platinense;Rio Grande do Norte;RN;Paraná;-6.47565;-38.3057;;2408607
Sociedade Esportiva Pontaporanense;Paraíba;PB;Mato Grosso;-6.54018;-37.7279;1953-10-08T00:00:00Z;2509370
Sociedade Esportiva Queimadense;Rio Grande do Sul;RS;Paraí;-28.5964;-51.7896;;4314001
Sociedade Esportiva Recreativa Perdigão;Santa Catarina;SC;Videira;-27.0086;-51.1543;1964-01-01T00:00:00Z;4219309
Sociedade Esportiva Sanjoanense;Roraima;RR;Boa Vista;2.82384;-60.6753;1916-07-01T00:00:00Z;1400100
Sociedade Esportiva Santa Maria;Rio Grande do Sul;RS;Santa Maria;-29.6868;-53.8149;;4316907
Sociedade Esportiva Sidrolândia;Paraíba;PB;Mato Grosso;-6.54018;-37.7279;2008-01-30T00:00:00Z;2509370
Sociedade Esportiva São Borja;Rio Grande do Sul;RS;São Borja;-28.6578;-56.0036;1977-01-01T00:00:00Z;4318002
Sociedade Esportiva e Cultural Flamengo;Rio Grande do Sul;RS;Bento Gonçalves;-29.1662;-51.5165;;4302105
Sociedade Esportiva e Recreativa Castelense;Espírito Santo;ES;Castelo;-20.6033;-41.2031;;3201407
Sociedade Esportiva e Recreativa Vinte de Setembro;Rio Grande do Sul;RS;Rio Grande;-32.0349;-52.1071;;4315602
Sociedade Operária Beneficente Iguaçu;Paraná;PR;Curitiba;-25.4195;-49.2646;1919-01-01T00:00:00Z;4106902
Sociedade Sportiva Sete de Setembro;Alagoas;AL;Maceió;-9.66599;-35.735;1945-01-01T00:00:00Z;2704302
Sorocaba Vipers;São Paulo;SP;Sorocaba;-23.4969;-47.4451;;3552205
Sport Club Aymorés;Ceará;CE;Cruz;-2.91813;-40.176;;2304251
Sport Club Bagé;Rio Grande do Sul;RS;Bagé;-31.3297;-54.0999;;4301602
Sport Club Bahiano;Bahia;BA;Salvador;-12.9718;-38.5011;1903-09-07T00:00:00Z;2927408
Sport Club Campo Mourão;Paraná;PR;Campo Mourão;-24.0463;-52.378;;4104303
Sport Club Campina Grande;Paraíba;PB;Lagoa Seca;-7.15535;-35.8491;2010-01-01T00:00:00Z;2508307
Sport Club Capixaba;Espírito Santo;ES;Nova Venécia;-18.715;-40.4053;1917-09-30T00:00:00Z;3203908
Sport Club Foot-Ball (Belo Horizonte);Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;;3106200
Sport Club Guarany (Rosário do Sul);Rio Grande do Sul;RS;Rosário do Sul;-30.2515;-54.9221;1909-01-01T00:00:00Z;4316402
Sport Club Jaraguá;Santa Catarina;SC;Jaraguá do Sul;-26.4851;-49.0713;;4208906
Sport Club Juiz de Fora;Minas Gerais;MG;Juiz de Fora;-21.7595;-43.3398;;3136702
Parahyba Foot Ball Club;Paraíba;PB;João Pessoa;-7.11509;-34.8641;;2507507
Parahyba United;Paraíba;PB;João Pessoa;-7.11509;-34.8641;;2507507
Paraíba do Sul Futebol Clube;Rio de Janeiro;RJ;Paraíba do Sul;-22.1585;-43.304;2005-01-01T00:00:00Z;3303708
Parecis Sociedade Esportiva;Mato Grosso;MT;Campo Novo do Parecis;-13.6587;-57.8907;;5102637
Parquinho Futebol Clube;São Paulo;SP;Bauru;-22.3246;-49.0871;;3506003
Passagem Futebol Clube;Sergipe;SE;Neópolis;-10.3215;-36.585;1948-02-06T00:00:00Z;2804409
Passos Futebol Clube;Minas Gerais;MG;Passos;-20.7193;-46.609;;3147907
Paulista Esporte Clube;Paraíba;PB;Paulista;-6.59138;-37.6185;;2510907
Paulista Futebol Clube (Araraquara);São Paulo;SP;Araraquara;-21.7845;-48.178;1930-12-03T00:00:00Z;3503208
Pavunense Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
Payssandu Futebol Clube;Paraíba;PB;Paulista;-6.59138;-37.6185;1916-01-01T00:00:00Z;2510907
Pery Ferroviário Esporte Clube;Ceará;CE;Catarina;-6.12291;-39.8736;;2303600
Pesqueira Futebol Clube;Pernambuco;PE;Pesqueira;-8.35797;-36.6978;;2610905
Peñarol Sport Club;Ceará;CE;Fortaleza;-3.71664;-38.5423;;2304400
Picuí Club;Paraíba;PB;Picuí;-6.50845;-36.3497;2005-01-01T00:00:00Z;2511400
