clube;estado;cidade;lat;lon;ibge;wins;draws;losses;pagerank_score;cluster_k2;cluster_k3;cluster_k4;cluster_k5;cluster_k6;cluster_k7;cluster_k8;sub_cluster_m0_k2;sub_cluster_m0_k3;sub_cluster_m0_k4;sub_cluster_m1_k2;sub_cluster_m1_k3;sub_cluster_m1_k4;sub_cluster_m2_k2;sub_cluster_m2_k3;sub_cluster_m2_k4
ESPORTE;PB;Paulista;-6.59138;-37.6185;2510907.0;17;6;7;0.0005286578888045;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
AFOGADOS;PE;Afogados da Ingazeira;-7.74312;-37.631;2600104.0;13;9;23;0.000526219038617;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
ARUKO;PR;Maringá;-23.4205;-51.9333;4115200.0;22;8;10;0.000525154087021;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
CAAC BRASIL;RJ;Rio de Janeiro;-22.9129;-43.2003;3304557.0;18;6;33;0.000522961622265;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
BOQUINHENSE;SE;Boquim;-11.1397;-37.6195;2800670.0;17;13;20;0.0005224610533493;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
AMÉRICA;PE;Recife;-8.04666;-34.8771;2611606.0;18;9;8;0.0005205453682756;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
ATLÉTICO CARIOCA;RJ;São Gonçalo;-22.8268;-43.0634;3304904.0;14;10;13;0.0005191251005488;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
BATEL;PR;Guarapuava;-25.3902;-51.4623;4109401.0;19;19;29;0.000518475185656;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
ITARARÉ;SP;Itararé;-24.1114;-49.3331;3523206.0;11;11;8;0.0005181755182478;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
TUPÃ;SP;Tupã;-21.9347;-50.5136;3555000.0;18;8;17;0.000518094534339;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
ATLHETIC;MG;São João del-Rei;-21.1353;-44.2614;3162500.0;20;6;7;0.0005179128460161;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
GUARANY DE BAGÉ;RS;Bagé;-31.3297;-54.0999;4301602.0;16;19;32;0.000517035626448;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
ECUS;SP;Suzano;-23.5333;-46.3106;3552502.0;21;12;29;0.0005169612162328;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
GAVIÃO KYIKATEJÊ;PA;Bom Jesus do Tocantins;-5.0424;-48.6047;1501576.0;8;10;19;0.0005149027790263;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
CÁCERES;MT;Cáceres;-16.0764;-57.6818;5102504.0;14;11;14;0.0005146730281769;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
NOVOPERÁRIO;MS;Sidrolândia;-20.9317;-54.9614;5007901.0;11;14;34;0.0005121858801223;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
DESPORTIVO ALIANÇA;AL;Barra de Santo Antônio;-9.405;-35.50694;2700508.0;23;13;37;0.0005118492759785;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
CERES;RJ;Rio de Janeiro;-22.9129;-43.2003;3304557.0;15;9;16;0.0005103349044798;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
SANTA MARIA;DF;Brasília;-16.0167;-48.0167;5300108.0;12;6;24;0.00051013887487;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
JARAGUÁ;GO;Jaraguá;-15.7529;-49.3344;5211800.0;15;11;43;0.0005099058141843;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
COMERCIAL;PI;Campo Maior;-4.8217;-42.1641;2202208.0;15;6;23;0.0005087257067017;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
IGREJINHA;RS;Igrejinha;-29.5693;-50.7919;4310108.0;10;4;6;0.0005086484535795;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
ATLÉTICO CATARINENSE;SC;São José;-27.6136;-48.6366;4216602.0;15;18;42;0.0005084701150013;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
INTER DE MINAS;MG;Andradas;-22.0695;-46.5724;3102605.0;13;11;11;0.0005082430481757;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
SÃO PAULO;AP;Macapá;0.034934;-51.0694;1600303.0;10;10;21;0.0005064897862318;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
PRUDENTÓPOLIS;PR;Prudentópolis;-25.2111;-50.9754;4120606.0;19;19;21;0.0005060785276592;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
SAPUCAIENSE;RS;Sapucaia do Sul;-29.8276;-51.145;4320008.0;25;8;35;0.0005038206691226;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
JAGUARÉ;ES;Jaguaré;-18.907;-40.0759;3203056.0;20;12;6;0.0005028037564489;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
ARARUAMA;RJ;Araruama;-22.8697;-42.3326;3300209.0;14;26;22;0.0005024783924653;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
AMPARO;SP;Amparo;-22.7033;-46.7644;3501905.0;13;7;16;0.0005012162169815;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
PRINCESA DO SOLIMÕES;AM;Manacapuru;-3.29066;-60.6216;1302504.0;11;16;7;0.0005001921217673;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
PRIMAVERA;MT;Primavera do Leste;-15.5591;-54.2982;5107042.0;17;24;21;0.0004988249749427;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
URUAÇU;GO;Uruaçu;-14.5238;-49.1396;5221601.0;12;8;8;0.0004981343489227;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
FF SPORT;AL;Viçosa;-9.3697;-36.2417;2709400.0;14;7;21;0.0004977170918536;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
PORTUGUESA;AP;Macapá;-0.0383;-51.0632;1600303.0;8;3;4;0.0004973978630539;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
CONCORDIA ATLÉTICO CLUBE;SC;Tubarão;-28.4713;-49.0144;4218707.0;15;13;15;0.0004971081408424;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
BOM JESUS;GO;Bom Jesus de Goiás;-18.2153;-49.9419;5203500.0;9;2;0;0.0004968863844333;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
PETRÓPOLIS;RJ;Teresópolis;-22.4165;-42.9752;3305802.0;13;18;22;0.0004956841098882;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
GENUS;RO;Porto Velho;-8.7619;-63.9039;1100205.0;9;12;27;0.0004952642951213;0;0;1;1;0;6;6;0.0;2.0;2.0;;;;;;
VILHENENSE;RO;Vilhena;-12.7502;-60.1488;1100304.0;8;12;10;0.0004948554785313;0;0;1;1;0;6;6;0.0;2.0;2.0;;;;;;
NACIONAL UBERABA;MG;Uberaba;-19.7472;-47.9381;3170107.0;10;6;13;0.0004948539122028;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
POÇOS DE CALDAS;MG;Caldas;-21.9183;-46.3843;3110301.0;11;11;21;0.0004944159541208;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
VERA CRUZ;RJ;Angra dos Reis;-23.0011;-44.3196;3300100.0;17;10;19;0.0004937832670754;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
PORTO VELHO;RO;Porto Velho;-8.76077;-63.8999;1100205.0;11;12;16;0.0004917195344471;0;0;1;1;0;6;6;0.0;2.0;2.0;;;;;;
CRISTAL;AP;Macapá;0.034934;-51.0694;1600303.0;7;4;3;0.0004909625058287;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
FLUMINENSE DE JOINVILLE;SC;Joinville;-26.3045;-48.8487;4209102.0;17;11;33;0.0004888272933875;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
QUIXADÁ;CE;Quixadá;-4.9663;-39.0155;2311306.0;19;6;6;0.000488642835512;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
QUEIMADENSE;PB;Queimadas;-7.3583;-35.8953;2512509.0;14;11;22;0.0004872348656342;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
CRATEÚS;CE;Crateús;-5.16768;-40.6536;2304103.0;14;11;12;0.0004868208761013;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
BATATAIS;SP;Batatais;-20.8929;-47.5921;3505906.0;14;18;36;0.0004865856045556;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
DESPORTIVA ARACAJU;SE;Aracaju;-10.9091;-37.0677;2800308.0;18;2;1;0.0004862624696525;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
TIGRES DO BRASIL;RJ;Duque de Caxias;-22.7858;-43.3049;3301702.0;14;14;19;0.0004801498766262;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
UNAÍ;MG;Paracatu;-17.2252;-46.8711;3147006.0;9;7;13;0.0004786391965864;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
SETE DE SETEMBRO;PE;Garanhuns;-8.88243;-36.4966;2606002.0;10;11;19;0.0004785314690699;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
PINHEIROS;ES;Pinheiros;-18.4141;-40.2171;3204104.0;26;11;58;0.000477294154687;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
ATLÉTICO PATROCINENSE;MG;Patrocínio;-18.9379;-46.9934;3148103.0;13;24;37;0.0004763585538825;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
BARÉ;RR;Boa Vista;2.82384;-60.6753;1400100.0;16;9;24;0.0004754033614531;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
SPARTA;TO;Araguaína;-7.1925;-48.2078;1702109.0;8;5;9;0.0004732281931355;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
CHAPADINHA;MA;Chapadinha;-3.73875;-43.3538;2103208.0;13;8;18;0.0004719296984671;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
GRÊMIO PAGUE MENOS;CE;Fortaleza;-3.71664;-38.5423;2304400.0;11;9;8;0.0004705269382622;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
AT. ITAPEMIRIM;ES;Itapemirim;-21.0095;-40.8307;3202801.0;16;9;32;0.0004669583693415;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
ARAUCÁRIA;PR;Araucária;-25.5917;-49.4103;4101804.0;19;12;30;0.000466514398923;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
BARRA MANSA;RJ;Barra Mansa;-22.5481;-44.1752;3300407.0;12;16;31;0.0004664504777346;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
VERÊ;PR;Verê;-25.8772;-52.9051;4128609.0;15;13;18;0.0004660567766128;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
VIANA;MA;Viana;-3.2208;-45.0022;2112805.0;11;5;20;0.0004657897692404;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
JAGUAR;PE;Jaboatão dos Guararapes;-8.1139;-35.0153;2607901.0;15;5;18;0.0004642068369806;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
ATLÉTICO RORAIMA;RR;Boa Vista;2.82384;-60.6753;1400100.0;13;10;25;0.0004636703757755;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
BOCA JÚNIOR;SE;Cristinápolis;-11.4744;-37.7553;2801900.0;13;9;24;0.000463357687137;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
UNIÃO CENTRAL;RJ;Rio de Janeiro;-22.9129;-43.2003;3304557.0;16;11;17;0.0004627243813713;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
UNIRB;BA;Alagoinhas;-12.1335;-38.4208;2900702.0;9;16;8;0.0004617283113293;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
SÃO JOSÉ;AP;Macapá;0.034934;-51.0694;1600303.0;5;1;1;0.0004612684688553;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
PEDREIRA;PA;Belém;-1.4554;-48.4898;1501402.0;7;11;13;0.0004595598506121;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
ALVORADA;AM;Manaus;-3.11866;-60.0212;1302603.0;14;4;12;0.0004589930112033;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
SOCORRENSE;SE;Nossa Senhora do Socorro;-10.8468;-37.1231;2804805.0;16;10;19;0.0004583947893848;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
MAGEENSE;RJ;Magé;-22.6517;-43.0425;3302502.0;13;6;38;0.0004578887620298;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
LUMINENSE;MA;Paço do Lumiar;-2.5283;-44.1133;2107508.0;9;8;10;0.0004570681711648;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
ROLÂNDIA;PR;Rolândia;-23.3101;-51.3659;4122404.0;23;9;29;0.000456930231831;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
TIROL;CE;Fortaleza;-3.7319;-38.5267;2304400.0;13;8;7;0.0004540978929997;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
PICUIENSE;PB;Picuí;-6.50845;-36.3497;2511400.0;11;9;25;0.0004531831471695;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
SANTANA;AP;Santana;-0.0583;-51.1817;1600600.0;8;8;30;0.0004495331348729;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
BOSTON CITY BRASIL;MG;Varginha;-21.5556;-45.4364;3170701.0;8;8;20;0.0004494158604046;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
CLIPER;AM;Manaus;-3.11866;-60.0212;1302603.0;10;11;18;0.0004481074438848;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
SPORT BELÉM;PA;Belém;-1.4554;-48.4898;1501402.0;11;2;16;0.0004476307414781;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
RIOPARDENSE;RS;Rio Grande;-32.0349;-52.1071;4315602.0;8;16;31;0.0004473328018227;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
VISÃO CELESTE;RN;Natal;-5.79357;-35.1986;2408102.0;11;5;15;0.0004470002061552;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
MAZAGÃO;AP;Mazagão;-0.11336;-51.2891;1600402.0;4;1;1;0.0004437850724643;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
PRÓSPERA;SC;Criciúma;-28.6723;-49.3729;4204608.0;38;24;86;0.0004420290573081;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
PARAENSE;PA;Marituba;-1.36002;-48.3421;1504422.0;10;7;14;0.0004420154645509;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
AMADENSE;SE;Tobias Barreto;-11.1798;-37.9995;2807402.0;14;8;25;0.0004419997359405;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
UNIÃO ATLÉTICO CLUBE;TO;Araguaína;-7.1925;-48.2078;1702109.0;7;4;6;0.000441815133505;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
NOVO HORIZONTE;RS;Esteio;-29.8519;-51.1825;4307708.0;12;12;37;0.0004391203563678;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
GRÊMIO MARINGÁ;PR;Maringá;-23.4205;-51.9333;4115200.0;16;8;16;0.0004373041224532;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
GLÓRIA;RS;Vacaria;-28.5079;-50.9418;4322509.0;15;3;9;0.0004352609853472;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
GALO MARINGÁ;PR;Maringá;-23.4205;-51.9333;4115200.0;12;8;6;0.0004345457296706;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
NOVA CONQUISTA;TO;Paraíso do Tocantins;-10.1753;-48.8839;1716109.0;5;9;9;0.0004326290712687;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
GARIBALDI;RS;Garibaldi;-29.2564;-51.5239;4308607.0;13;3;19;0.0004305674305029;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
GUARANY;CE;Fortaleza;-3.71664;-38.5423;2304400.0;12;8;17;0.0004284234141918;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
VILA RICA;PA;Belém;-1.4554;-48.4898;1501402.0;8;6;17;0.0004263357876077;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
SPORT ATIBAIA;SP;Atibaia;-23.1171;-46.5563;3504107.0;12;16;15;0.0004246232996177;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
SANTARRITENSE;MG;Santa Rita do Sapucaí;-22.2461;-45.7034;3159605.0;8;10;9;0.0004229388691945;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
ASSISENSE;SP;Assis;-22.66;-50.4183;3504008.0;11;9;22;0.0004215841254571;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
PORTUGUESA;MS;Campo Grande;-20.4697;-54.6201;5002704.0;11;11;8;0.0004212071766171;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
OSVALDO CRUZ;SP;Osvaldo Cruz;-21.7961;-50.8839;3534401.0;9;9;13;0.0004192058098708;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
JACOBINENSE;BA;Jacobina;-11.1812;-40.5117;2917508.0;9;6;18;0.0004185133340322;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
RIO GRANDE;RN;Natal;-5.79357;-35.1986;2408102.0;5;2;3;0.0004154994667792;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
ARAGUAIA;MT;Alto Araguaia;-17.3153;-53.2181;5100300.0;12;9;37;0.0004154534758763;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
UNIÃO MOGI;SP;Mogi das Cruzes;-23.5208;-46.1854;3530607.0;13;16;29;0.0004132732058972;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
UNIÃO BELTRÃO;PR;Santo Antônio da Platina;-23.2959;-50.0815;4124103.0;13;8;28;0.0004127688269282;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
GRÊMIO S23;RS;Porto Alegre;-29.9740266;-51.1949496;4314902.0;15;7;6;0.0004121211502117;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
POMBAL;PB;Pombal;-6.7725;-37.8011;2512103.0;11;5;14;0.0004118962829408;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
OLÍMPIA;SP;Olímpia;-20.7366;-48.9106;3533908.0;10;18;38;0.0004118425532987;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
RED BULL BRASIL;SP;Ribeirão Preto;-21.1699;-47.8099;3543402.0;15;18;32;0.0004106869851626;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
VASCO DA GAMA;AC;Rio Branco;-9.974;-67.8076;5107206.0;14;6;23;0.0004096655275319;0;0;1;1;0;6;6;0.0;2.0;2.0;;;;;;
PALMEIRA DE GOIANINHA;RN;Goianinha;-6.26486;-35.1943;2404200.0;13;15;32;0.000406329595018;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
BOTAFOGO;BA;Salvador;-12.9718;-38.5011;2927408.0;8;5;6;0.0004062781873055;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
OPERÁRIO CEOV;MT;Várzea Grande;-15.65;-56.1325;5108402.0;9;5;6;0.0004040317187499;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
IGACI;AL;Igaci;-9.5372;-36.6321;2703106.0;8;3;2;0.0004032828149224;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
SPARTAX;PB;João Pessoa;-7.115;-34.8631;2507507.0;10;9;16;0.0004020803208332;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
CTE COLATINA;ES;Colatina;-19.5493;-40.6269;3201506.0;14;18;39;0.0004018001810163;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
SANTA CRUZ RIACHUELO;SE;Estância;-11.2659;-37.4484;2802106.0;13;5;27;0.0003994916480474;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
BARCELONA;RJ;Rio de Janeiro;-22.9129;-43.2003;3304557.0;12;12;33;0.0003994599252597;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
SÃO LUÍS;MA;São Luís;-2.53874;-44.2825;2111300.0;10;5;11;0.0003993966762212;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
IRATY;PR;Irati;-25.4697;-50.6493;4110706.0;17;9;22;0.0003966091450014;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
BELO JARDIM;PE;Belo Jardim;-8.3313;-36.4258;2601706.0;9;7;17;0.000394978337028;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
FARROUPILHA;RS;Pelotas;-31.7649;-52.3371;4314407.0;8;12;21;0.0003947749375468;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
DIMENSÃO SAÚDE;AL;Capela;-9.41122;-36.0736;2701309.0;17;4;25;0.0003946436281611;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
LEGIÃO;DF;Brasília;-15.7795;-47.9297;5300108.0;11;6;21;0.0003937754898863;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
RED BULL BRAGANTINO II;SP;Bragança Paulista;-22.9527;-46.5419;3507605.0;17;7;11;0.0003929870681651;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
JUVENTUDE B;RS;Caxias do Sul;-29.1629;-51.1792;4305108.0;11;8;20;0.0003921415834932;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
SPORT CAPIXABA;ES;Nova Venécia;-18.715;-40.4053;3203908.0;19;14;71;0.0003903656160639;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
LEMENSE;SP;Leme;-22.1809;-47.3841;3526704.0;11;15;28;0.0003902816740945;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
ITABERAÍ;GO;Goiás;-15.9333;-50.14;5208905.0;7;3;8;0.0003892587913471;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
ARAPONGAS;PR;Arapongas;-23.4153;-51.4259;4101507.0;18;10;18;0.0003884866752854;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
FLAMENGO;PE;Recife;-8.04666;-34.8771;2611606.0;14;1;13;0.0003882913669595;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
FORÇA JOVEM AQUIDABÃ;SE;Aquidabã;-10.2817;-37.0194;2800100.0;11;7;22;0.0003864056205193;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
JUAZEIRO;BA;Juazeiro;-9.41622;-40.5033;2918407.0;7;10;5;0.0003847363147304;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
RIOVERDENSE;GO;Rio Verde;-17.7923;-50.9192;5218805.0;7;5;29;0.0003843164377615;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
SÃO JOSÉ;MA;São Luís;-2.53874;-44.2825;2111300.0;8;10;24;0.0003829415171248;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
COIMBRA-MG B;MG;Belo Horizonte;-19.9102;-43.9266;3106200.0;7;8;2;0.0003825443393603;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
CEO;AL;Maceió;-9.66599;-35.735;2704302.0;15;11;39;0.0003823937634169;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
SÃO MATEUS;ES;São Mateus;-18.7214;-39.8579;3204906.0;10;13;44;0.0003817731621957;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
PLÁCIDO DE CASTRO;AC;Plácido de Castro;-10.2806;-67.1371;1200385.0;13;8;24;0.0003813372577268;0;0;1;1;0;6;6;0.0;2.0;2.0;;;;;;
SANTO ÂNGELO;RS;Santo Ângelo;-28.3001;-54.2668;4317509.0;7;6;31;0.0003804902824088;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
SETE DE JUNHO;SE;Tobias Barreto;-11.1798;-37.9995;2807402.0;12;11;17;0.0003802622981797;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
UNIÃO;MS;Bandeirantes;-19.9275;-54.3585;5001508.0;8;7;37;0.0003802449930771;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
GUARANY;RS;Cruz Alta;-28.645;-53.6048;4306106.0;10;6;10;0.000378696077317;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
ADESG;AC;Senador Guiomard;-10.1497;-67.7362;1200450.0;11;9;8;0.0003786806162549;0;0;1;1;0;6;6;0.0;2.0;2.0;;;;;;
UNIÃO;CE;Fortaleza;-3.71664;-38.5423;2304400.0;8;7;16;0.000378577313458;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
REAL;RR;São Luiz;1.01019;-60.0419;1400605.0;10;9;10;0.000378488135895;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
SERRANENSE;MG;Betim;-19.9668;-44.2008;3106705.0;9;9;30;0.000377359573592;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
VILLA REAL;MG;Nova Lima;-19.9758;-43.8509;3144805.0;12;4;12;0.0003766025586087;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
PORTO;BA;Porto Seguro;-16.4497;-39.0641;2925303.0;8;7;7;0.0003747718801466;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
FERNANDÓPOLIS;SP;Fernandópolis;-20.2806;-50.2471;3515509.0;8;8;27;0.0003745143569539;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
SOCORRO;SE;Nossa Senhora do Socorro;-10.8468;-37.1231;2804805.0;10;12;20;0.0003740134136647;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
SORRISO;MT;Sorriso;-12.5425;-55.7211;5107925.0;15;21;23;0.0003734346938483;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
IMBITUBA;SC;Imbituba;-28.2284;-48.6659;4207304.0;10;6;12;0.000372696115613;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
ITABORAÍ PROFUTE;RJ;Itaboraí;-22.7565;-42.8639;3301900.0;12;3;25;0.000372146579737;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
RIOSTRENSE;RJ;Três Rios;-22.1165;-43.2185;3306008.0;11;3;17;0.0003717490224217;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
PARNAMIRIM;RN;Parnamirim;-5.9158;-35.2628;2403251.0;6;3;35;0.0003713217758229;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
NOVO ESPORTE;MG;Itabirinha;-18.5131;-41.3417;3131701.0;9;5;7;0.0003706374433554;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
PORTUGUESA LONDRINENSE;PR;Londrina;-23.304;-51.1691;4113700.0;14;9;29;0.0003702783827666;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
ATLÉTICO PERNAMBUCANO;PE;Recife;-8.04666;-34.8771;2611606.0;10;7;20;0.0003698702102667;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
1° DE MAIO;PE;Petrolina;-9.38866;-40.5027;2611101.0;6;10;17;0.0003691111357371;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
