clube_id;clube;estado;lat;lon;cidade;pagerank_score;cluster_k2;cluster_k3;cluster_k4;cluster_k5;sub_cluster_m0_k2;sub_cluster_m0_k3;sub_cluster_m0_k4;sub_cluster_m1_k2;sub_cluster_m1_k3;sub_cluster_m1_k4;sub_cluster_m2_k2;sub_cluster_m2_k3;sub_cluster_m2_k4
COMERCIAL DE TRÊS LAGOAS/mato_grosso_do_sul;Comercial De Três Lagoas;mato_grosso_do_sul;-20.7849;-51.7007;Três Lagoas;0.0002104710753;1;1;0;0;;;;0.0;0.0;1.0;;;
TUBARÃO/santa_catarina;Tubarão;santa_catarina;-28.4713;-49.0144;Tubarão;0.0002104152500159;1;1;0;4;;;;1.0;1.0;3.0;;;
ELOSPORT CAPÃO BONITO/sao_paulo;Elosport Capão Bonito;sao_paulo;-24.004;-48.3393;Capão Bonito;0.000209925191567;1;1;0;0;;;;0.0;0.0;1.0;;;
CSA B/alagoas;Csa B;alagoas;-9.6658;-35.735;Maceió;0.0002086757782137;0;2;2;2;;;;;;;1.0;0.0;3.0
LIBRADE/amazonas;Librade;amazonas;-3.119;-60.0217;Manaus;0.0002086462533533;0;0;1;1;0.0;1.0;1.0;;;;;;
GUAJARÁ/rondonia;Guajará;rondonia;-10.7889;-65.3296;Guajará-Mirim;0.0002077686104061;0;0;1;1;0.0;2.0;2.0;;;;;;
SANTA CRUZ/acre;Santa Cruz;acre;-9.974;-67.8076;Rio Branco;0.0002075200575104;0;0;1;1;0.0;2.0;2.0;;;;;;
CANOINHAS/santa_catarina;Canoinhas;santa_catarina;-26.1772;-50.39;Canoinhas;0.0002073594204067;1;1;0;4;;;;1.0;1.0;3.0;;;
ÁGUIA DE CUMARU/pernambuco;Águia De Cumaru;pernambuco;-8.0069;-35.7003;Cumaru;0.0002071610047758;0;2;2;2;;;;;;;0.0;2.0;2.0
BELA VISTA/rio_de_janeiro;Bela Vista;rio_de_janeiro;-22.8269;-43.0539;São Gonçalo;0.0002063649423506;1;1;0;0;;;;0.0;2.0;2.0;;;
CRICIÚMA B/santa_catarina;Criciúma B;santa_catarina;-28.6723;-49.3729;Criciúma;0.0002061332657394;1;1;0;4;;;;1.0;1.0;3.0;;;
BARREIROS/pernambuco;Barreiros;pernambuco;-8.8153;-35.1878;Barreiros;0.0002024195156244;0;2;2;2;;;;;;;0.0;2.0;2.0
ATLÉTICO/mato_grosso;Atlético;mato_grosso;-17.3153;-53.2181;Alto Araguaia;0.0002015416235223;1;1;0;0;;;;0.0;0.0;0.0;;;
CANAÃ/distrito_federal;Canaã;distrito_federal;-15.7795;-47.9297;Brasília;0.0002007374806459;1;1;0;0;;;;0.0;0.0;0.0;;;
TIMBAÚBA/pernambuco;Timbaúba;pernambuco;-7.50484;-35.3119;Timbaúba;0.0002005373120371;0;2;2;2;;;;;;;0.0;2.0;2.0
ATHLETICO PARANAENSE B/parana;Athletico Paranaense B;parana;-25.4195;-49.2646;Curitiba;0.0002003804999993;1;1;0;4;;;;1.0;1.0;3.0;;;
CUIABÁ B/mato_grosso;Cuiabá B;mato_grosso;-15.601;-56.0974;Cuiabá;0.0002001284368227;1;1;0;0;;;;0.0;0.0;0.0;;;
GRECAL/parana;Grecal;parana;-25.4195;-49.2646;Curitiba;0.0001994209971474;1;1;0;4;;;;1.0;1.0;3.0;;;
ARSENAL/tocantins;Arsenal;tocantins;-6.32447;-47.4224;Tocantinópolis;0.0001985324085413;0;0;3;3;1.0;0.0;0.0;;;;;;
CAMAÇARIENSE/bahia;Camaçariense;bahia;-12.6996;-38.3263;Camaçari;0.0001982494173762;0;2;2;2;;;;;;;1.0;0.0;1.0
MORENINHAS/mato_grosso_do_sul;Moreninhas;mato_grosso_do_sul;-20.4697;-54.6201;Campo Grande;0.0001962697813812;1;1;0;0;;;;0.0;0.0;1.0;;;
TAVEIRÓPOLIS/mato_grosso_do_sul;Taveirópolis;mato_grosso_do_sul;-20.4697;-54.6201;Campo Grande;0.000195780168435;1;1;0;0;;;;0.0;0.0;1.0;;;
SPORTING MARACANÃ/para;Sporting Maracanã;para;-1.0217;-46.6347;Augusto Corrêa;0.0001953678458181;0;0;3;3;1.0;0.0;3.0;;;;;;
VILA REAL/ceara;Vila Real;ceara;-3.7172;-38.5433;Fortaleza;0.0001950308698624;0;2;2;2;;;;;;;0.0;1.0;0.0
TAQUARUSSÚ/tocantins;Taquarussú;tocantins;-10.1844;-48.3336;Palmas;0.0001933670156722;0;0;3;3;1.0;0.0;0.0;;;;;;
SANTA FÉ/pernambuco;Santa Fé;pernambuco;-7.8342;-34.9061;Igarassu;0.000192079426828;0;2;2;2;;;;;;;0.0;2.0;2.0
DÍNAMO/alagoas;Dínamo;alagoas;-9.6658;-35.735;Maceió;0.000190503341383;0;2;2;2;;;;;;;1.0;0.0;3.0
ARAGUARI/minas_gerais;Araguari;minas_gerais;-18.6456;-48.1934;Araguari;0.0001894871487344;1;1;0;0;;;;0.0;0.0;1.0;;;
EXPRESSINHO/maranhao;Expressinho;maranhao;-2.53874;-44.2825;São Luís;0.000188961968203;0;0;3;3;1.0;0.0;0.0;;;;;;
ANJOS DO CÉU/ceara;Anjos Do Céu;ceara;-3.7172;-38.5433;Fortaleza;0.0001887848888683;0;2;2;2;;;;;;;0.0;1.0;0.0
SÃO GABRIEL/rio_grande_do_sul;São Gabriel;rio_grande_do_sul;-30.3337;-54.3217;São Gabriel;0.0001882780934211;1;1;0;4;;;;1.0;1.0;3.0;;;
COTINGUIBA/sergipe;Cotinguiba;sergipe;-10.9091;-37.0677;Aracaju;0.0001877805843558;0;2;2;2;;;;;;;1.0;0.0;3.0
PIRAPORA/minas_gerais;Pirapora;minas_gerais;-17.3392;-44.934;Pirapora;0.000187478825143;1;1;0;0;;;;0.0;2.0;2.0;;;
NOVA ANDRADINA/mato_grosso_do_sul;Nova Andradina;mato_grosso_do_sul;-22.238;-53.3437;Nova Andradina;0.0001864028861708;1;1;0;0;;;;0.0;0.0;1.0;;;
SÃO JOSÉ DE ITAPERUNA/rio_de_janeiro;São José De Itaperuna;rio_de_janeiro;-21.1997;-41.8799;Itaperuna;0.0001856283968327;1;1;0;0;;;;0.0;2.0;2.0;;;
SOCIAL/minas_gerais;Social;minas_gerais;-19.5179;-42.6276;Coronel Fabriciano;0.0001811246903731;1;1;0;0;;;;0.0;2.0;2.0;;;
ATHLETIC CLUB/minas_gerais;Athletic Club;minas_gerais;-21.1356;-44.2611;São João del-Rei;0.0001800573221483;1;1;0;0;;;;0.0;2.0;2.0;;;
INTERNACIONAL/paraiba;Internacional;paraiba;-7.4289;-34.8967;Caaporã;0.000179762987221;0;2;2;2;;;;;;;0.0;2.0;2.0
INTER SÃO GOTARDO/minas_gerais;Inter São Gotardo;minas_gerais;-19.3117;-46.0492;São Gotardo;0.0001796993317227;1;1;0;0;;;;0.0;0.0;1.0;;;
BRASILEIRINHO/rio_de_janeiro;Brasileirinho;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0001784281651992;1;1;0;0;;;;0.0;2.0;2.0;;;
GÁLATAS/espirito_santo;Gálatas;espirito_santo;-19.8033;-40.855;Itaguaçu;0.0001781038837003;1;1;0;0;;;;0.0;2.0;2.0;;;
MISTO/mato_grosso_do_sul;Misto;mato_grosso_do_sul;-20.7849;-51.7007;Três Lagoas;0.0001767712975113;1;1;0;0;;;;0.0;0.0;1.0;;;
PROGRESSO/roraima;Progresso;roraima;2.43998;-60.9096;Mucajaí;0.0001763612164635;0;0;1;1;0.0;1.0;1.0;;;;;;
ALTAMIRA/para;Altamira;para;-3.20407;-52.21;Altamira;0.0001760062200668;0;0;3;3;1.0;0.0;3.0;;;;;;
BALSAS/maranhao;Balsas;maranhao;-7.53214;-46.0372;Balsas;0.0001749205614401;0;0;3;3;1.0;0.0;0.0;;;;;;
CANDANGO/distrito_federal;Candango;distrito_federal;-15.7795;-47.9297;Brasília;0.0001742784485954;1;1;0;0;;;;0.0;0.0;0.0;;;
MIRANORTE/tocantins;Miranorte;tocantins;-9.52907;-48.5922;Miranorte;0.0001728744397167;0;0;3;3;1.0;0.0;0.0;;;;;;
ARSENAL CARIDADE/ceara;Arsenal Caridade;ceara;-4.22514;-39.1912;Caridade;0.0001724811242945;0;2;2;2;;;;;;;0.0;1.0;0.0
CEART/mato_grosso_do_sul;Ceart;mato_grosso_do_sul;-22.2239;-54.8064;Dourados;0.0001723776389498;1;1;0;0;;;;0.0;0.0;1.0;;;
SÃO DOMINGOS/alagoas;São Domingos;alagoas;-9.711;-35.8953;Marechal Deodoro;0.0001715776697431;0;2;2;2;;;;;;;1.0;0.0;3.0
SERRANO/pernambuco;Serrano;pernambuco;-7.98178;-38.289;Serra Talhada;0.0001712212043064;0;2;2;2;;;;;;;0.0;1.0;0.0
PORTELA/bahia;Portela;bahia;-17.5348;-39.7424;Teixeira de Freitas;0.0001708300625375;1;1;0;0;;;;0.0;2.0;2.0;;;
AVAÍ B/santa_catarina;Avaí B;santa_catarina;-27.5945;-48.5477;Florianópolis;0.0001706968525685;1;1;0;4;;;;1.0;1.0;3.0;;;
UIRAPURU/mato_grosso;Uirapuru;mato_grosso;-15.601;-56.0974;Cuiabá;0.0001706482941294;1;1;0;0;;;;0.0;0.0;0.0;;;
CHÃ GRANDE/pernambuco;Chã Grande;pernambuco;-8.23827;-35.4571;Chã Grande;0.0001695102012257;0;2;2;2;;;;;;;0.0;2.0;2.0
LAJEADENSE/rio_grande_do_sul;Lajeadense;rio_grande_do_sul;-29.4675;-51.9614;Lajeado;0.000166853914446;1;1;0;4;;;;1.0;1.0;3.0;;;
COLINAS/tocantins;Colinas;tocantins;-8.05764;-48.4757;Colinas do Tocantins;0.0001612903225806;0;0;3;3;1.0;0.0;0.0;;;;;;
MUTUM/mato_grosso;Mutum;mato_grosso;-13.8344;-56.0728;Nova Mutum;0.0001612903225806;1;1;0;0;;;;0.0;0.0;0.0;;;
ORLEANS/santa_catarina;Orleans;santa_catarina;-28.3487;-49.2986;Orleans;0.0001612903225806;1;1;0;4;;;;1.0;1.0;3.0;;;
ARAIOSES/maranhao;Araioses;maranhao;-2.8942;-41.9058;Araioses;0.0001612903225806;0;0;3;3;1.0;0.0;0.0;;;;;;
MONTE CRISTO/goias;Monte Cristo;goias;-16.6864;-49.2643;Goiânia;0.0001612903225806;1;1;0;0;;;;0.0;0.0;0.0;;;
BOLAMENSE/distrito_federal;Bolamense;distrito_federal;-15.9083;-48.0667;Brasília;0.0001612903225806;1;1;0;0;;;;0.0;0.0;0.0;;;
GRÊMIO CARAJÁS/para;Grêmio Carajás;para;-1.4558;-48.4902;Belém;0.0001612903225806;0;0;3;3;1.0;0.0;3.0;;;;;;
PAULISTANO/mato_grosso;Paulistano;mato_grosso;-14.4539;-56.8028;Nortelândia;0.0001612903225806;1;1;0;0;;;;0.0;0.0;0.0;;;
TEIXEIRA DE FREITAS/bahia;Teixeira De Freitas;bahia;-17.5399;-39.74;Teixeira de Freitas;0.0001612903225806;1;1;0;0;;;;0.0;2.0;2.0;;;
CAMAÇARI/bahia;Camaçari;bahia;-12.6996;-38.3263;Camaçari;0.0001612903225806;0;2;2;2;;;;;;;1.0;0.0;1.0
