clube_id;lat;lon;score;cluster_k2;cluster_k3;cluster_k4;serie_d_k2;serie_d_k3;serie_d_k4
CEOV OPERÁRIO/mato_grosso;-15.6536;-56.1333;0.0016038977397212;0;1;1;0;0;2
TREM/amapa;0.0349;-51.0694;0.0015837721550874;1;1;1;1;2;1
MANAUARA/amazonas;-3.119;-60.0217;0.0014435508699926;1;1;1;0;2;0
PRINCESA/amazonas;-3.2964;-60.6214;0.0012541813405454;1;1;1;0;2;0
UNIÃO ATLÉTICO/tocantins;-7.1917;-48.2056;0.0012253283238104;1;1;1;1;1;3
CASTANHAL/para;-1.2947;-47.9175;0.001217230133028;1;1;1;1;1;1
IMPERATRIZ/maranhao;-5.5264;-47.4917;0.0011833680710114;1;1;1;1;1;3
CAPITAL/tocantins;-10.2128;-48.3603;0.0011577998204094;1;1;1;1;1;3
INTERPORTO/tocantins;-10.7083;-48.4175;0.0011536983790456;1;1;1;1;1;3
MIXTO/mato_grosso;-15.5961;-56.0969;0.0011520318293092;0;1;1;0;0;2
HUMAITÁ/acre;-9.5833;-67.6333;0.0011475648915781;0;1;1;0;0;2
RIO BRANCO/acre;-9.9747;-67.8076;0.0011391575558353;0;1;1;0;0;2
NOVA MUTUM/mato_grosso;-13.8294;-56.0814;0.0011369985424231;0;1;1;0;0;2
NACIONAL/amazonas;-3.119;-60.0217;0.001136612165572;1;1;1;0;2;0
LUVERDENSE/mato_grosso;-12.6058;-55.9192;0.0010670604620464;0;1;1;0;0;2
CAMETÁ/para;-2.2475;-49.4953;0.0010436816520081;1;1;1;1;1;1
