clube_id;lat;lon;score;cluster_k2;cluster_k3;cluster_k4
SÃO FRANCISCO/para;-2.4431;-54.7083;0.0008793344841097119;1;1;1
RIO GRANDE/rio_grande_do_sul;-32.035;-52.0986;0.0008786540063609404;0;2;2
SALGUEIRO/pernambuco;-8.0753;-39.1214;0.0008753392193340711;1;0;3
GAS/roraima;2.8236;-60.6753;0.0008740631202494047;1;1;1
TIMON/piaui;-5.0764;-42.8333;0.0008740362187270797;1;0;3
BARRA DA TIJUCA/rio_de_janeiro;-22.9068;-43.1729;0.0008740287515998948;0;2;0
LINENSE/sao_paulo;-21.6733;-49.7431;0.0008739321321557463;0;2;2
RIO DE JANEIRO/rio_de_janeiro;-22.9068;-43.1729;0.0008691416161169389;0;2;0
YPIRANGA/amapa;0.0349;-51.0694;0.0008664216026989986;1;1;1
NAVIRAIENSE/mato_grosso_do_sul;-23.0636;-54.1903;0.0008644576992505389;0;2;2
JI-PARANÁ/rondonia;-10.8803;-61.9447;0.0008643248928030886;0;1;1
IAPE/maranhao;-2.5307;-44.3068;0.0008629141477608154;1;0;3
SKA BRASIL/sao_paulo;-23.4458;-46.9186;0.000862909337396586;0;2;2
BARRETOS/sao_paulo;-20.5583;-48.5686;0.0008611419886877645;0;2;0
NACIONAL/paraiba;-7.0233;-37.2753;0.0008591084282013995;1;0;3
BELA VISTA/tocantins;-6.4525;-47.6586;0.000858095024214633;1;1;1
SÃO CAETANO/sao_paulo;-23.6186;-46.5736;0.0008546579544496713;0;2;0
CAPITÃO POÇO/para;-1.7486;-47.0614;0.0008543252311445512;1;1;1
PARANOÁ/distrito_federal;-15.8111;-47.7333;0.0008518257173600419;0;1;0
FLUMINENSE DE FEIRA/bahia;-12.2667;-38.9667;0.0008499508639311222;1;0;3
CARAPEBUS/rio_de_janeiro;-22.1853;-41.6336;0.0008489196659786511;0;2;0
MINEIROS/goias;-17.5675;-52.5511;0.0008489032312808071;0;1;2
NORTH ESPORTE CLUBE/minas_gerais;-16.735;-43.8603;0.0008453737758932457;0;0;0
VARGINHA/minas_gerais;-21.56;-45.4325;0.0008420353024323962;0;2;0
CAETÉ/para;-1.0536;-46.7653;0.0008417501773306261;1;1;1
VITÓRIA DAS TABOCAS/pernambuco;-8.1225;-35.2953;0.0008417259486607928;1;0;3
COMERCIAL/sao_paulo;-21.1775;-47.8103;0.0008399780713926404;0;2;0
LAGUNA/rio_grande_do_norte;-5.79448;-35.211;0.0008328532958663083;1;0;3
DORENSE/sergipe;-10.4914;-37.1833;0.0008311880568564684;1;0;3
HORIZONTE/ceara;-4.1036;-38.4986;0.0008304326983414621;1;0;3
ITABIRITO/minas_gerais;-20.2486;-43.8044;0.0008298881864644514;0;2;0
JUVENTUDE/maranhao;-4.0333;-44.95;0.000826128042273109;1;0;3
ZUMBI/alagoas;-9.1467;-36.0333;0.0008257754213363427;1;0;3
SANTA ROSA/para;-1.4558;-48.4902;0.0008243239295998131;1;1;1
GURUPI/tocantins;-11.7292;-49.0583;0.0008194245643326392;1;1;1
SANTA HELENA/goias;-17.8208;-50.5975;0.0008190727701616948;0;1;2
OSASCO AUDAX/sao_paulo;-23.5325;-46.7925;0.0008158368818896293;0;2;2
SERC/mato_grosso_do_sul;-18.7833;-52.6236;0.0008157696495582168;0;1;2
AMÉRICA/goias;-17.7317;-49.1022;0.0008146146543700764;0;1;0
VITÓRIA DA CONQUISTA/bahia;-14.8614;-40.8392;0.0008145241811119703;1;0;3
CORURIPE/alagoas;-10.1253;-36.1753;0.0008145037279838308;1;0;3
PICOS/piaui;-7.0769;-41.4697;0.000811736065149101;1;0;3
VERA CRUZ/pernambuco;-8.1225;-35.2953;0.0008050421963505136;1;0;3
CRATO/ceara;-7.2333;-39.4167;0.0008036084874095189;1;0;3
GUARANI/minas_gerais;-20.1453;-44.8903;0.0008029784439906353;0;2;0
MARANGUAPE/ceara;-3.8867;-38.6717;0.000801896357631178;1;0;3
SERRA MACAENSE/rio_de_janeiro;-22.3756;-41.7833;0.0008016782203537406;0;2;0
ARUKO/parana;-23.421;-51.933;0.0007985372838343835;0;2;2
BELA VISTA/goias;-16.9753;-48.9556;0.000796307662165392;0;1;0
COLORADO CAIEIRAS/sao_paulo;-23.3614;-46.7375;0.0007960225062924575;0;2;0
FREI PAULISTANO/sergipe;-10.5556;-37.5333;0.0007914033431613546;1;0;3
NAÇÃO/santa_catarina;-26.3044;-48.8464;0.0007894934960620673;0;2;2
MADUREIRA/rio_de_janeiro;-22.9068;-43.1729;0.0007872453699600649;0;2;0
ITAPIPOCA/ceara;-3.4917;-39.5758;0.0007867277066103016;1;0;3
INDEPENDENTE TUCURUÍ/para;-3.7667;-49.6725;0.0007866586863108014;1;1;1
FOZ DO IGUAÇU/parana;-25.5477;-54.5882;0.0007857596663618727;0;2;2
SERTÃOZINHO/sao_paulo;-21.1333;-47.9833;0.0007846204739694892;0;2;0
ZINZA/rio_de_janeiro;-22.9068;-43.1729;0.0007839061742356318;0;2;0
